Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,9,Hard,21,12,9,57.1%,5,2,3,40.0%,2013,2022,R16,18,1.02,3.3%,2.9%,61.6%,64.9%,50.0%,59.2%,41.7%,58.6%,38.0%
Roland Garros,8,Clay,13,5,8,38.5%,3,1,2,33.3%,2013,2022,R32,13,0.96,2.6%,2.4%,61.2%,59.6%,44.2%,53.6%,44.7%,52.1%,48.3%
Wimbledon,7,Grass,11,4,7,36.4%,1,1,0,100.0%,2015,2024,R32,11,0.98,3.9%,2.4%,63.1%,65.0%,47.9%,58.7%,40.3%,64.4%,37.5%
US Open,9,Hard,22,13,9,59.1%,2,2,0,100.0%,2011,2024,QF,20,1.03,5.3%,3.8%,63.6%,62.9%,45.6%,56.6%,44.9%,54.1%,51.7%
Olympics,2,,3,1,2,33.3%,0,0,0,-,2016,2021,R32,1,0.65,1.8%,3.5%,59.6%,38.2%,30.4%,35.1%,42.4%,11.1%,36.4%
Fed Cup,6,,19,14,5,73.7%,2,2,0,100.0%,2012,2020,,4,1.25,1.7%,2.1%,62.4%,60.3%,46.2%,55.0%,56.2%,46.2%,59.5%
Tokyo,5,Hard,6,1,5,16.7%,2,0,2,0.0%,2015,2024,R16,5,0.97,4.5%,1.9%,66.9%,57.1%,50.0%,54.8%,43.8%,37.1%,51.3%
Osaka,5,Hard,6,1,5,16.7%,1,0,1,0.0%,2009,2024,Q2,5,0.87,3.5%,6.9%,57.6%,61.5%,53.1%,57.9%,36.5%,46.9%,32.5%
Beijing,10,Hard,14,4,10,28.6%,1,1,0,100.0%,2007,2024,SF,10,0.93,2.4%,3.3%,60.3%,61.0%,46.4%,55.2%,41.8%,53.2%,47.6%
Hua Hin,4,Hard,9,5,4,55.6%,2,1,1,50.0%,2015,2024,SF,5,1.04,3.6%,4.2%,61.3%,63.5%,46.1%,56.8%,45.0%,44.4%,45.7%
Prague,4,Hard,13,9,4,69.2%,5,3,2,60.0%,2017,2022,SF,13,1.06,3.0%,3.1%,68.7%,62.4%,52.2%,59.2%,43.4%,58.9%,47.3%
Birmingham,2,Grass,3,1,2,33.3%,2,0,2,0.0%,2019,2022,R16,3,0.94,2.9%,1.5%,56.8%,61.5%,47.2%,55.3%,42.1%,61.5%,50.0%
