Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 US Open R128,L vs Samsonova,90.1,95.6,7.0,99.4,86.0,104,76,72.3,7.4,79.0,81.0,85,64
2022 Wimbledon R64,L vs Watson,93.1,99.5,6.5,102.1,97.4,113,87,79.5,4.0,82.7,78.8,91,72
2022 Wimbledon R128,W vs Bencic,90.9,100.4,7.7,102.6,96.8,110,83,77.3,4.6,81.9,80.3,86,68
2019 US Open QF,L vs Williams,89.0,96.0,3.2,98.3,93.5,105,90,77.6,1.9,79.5,77.0,81,75
2019 US Open R16,W vs Barty,89.2,94.3,5.7,97.2,91.8,104,80,76.9,6.2,81.0,,88,66
2019 US Open R32,W vs Ferro,92.3,95.9,5.7,99.6,91.2,105,76,76.5,6.0,,,87,68
2019 US Open R64,W vs Van Uytvanck,93.1,97.5,5.5,100.7,89.9,108,85,81.7,5.4,94.0,,94,73
2019 US Open R128,W vs Dolehide,90.5,95.2,7.5,101.2,91.0,107,73,78.7,6.7,66.0,80.8,91,66
2019 Wimbledon R32,L vs Mertens,97.7,106.0,5.4,107.7,103.7,114,95,84.1,6.0,82.7,84.5,99,74
2019 Roland Garros R64,L vs Swiatek,93.0,100.9,5.7,,,108,91,84.3,7.1,,,96,72
2018 US Open R32,L vs Svitolina,94.4,100.5,6.0,105.5,96.2,110,90,78.7,5.5,84.0,83.3,90,70
2018 US Open R64,W vs Begu,92.5,100.2,6.4,102.8,90.8,110,85,80.3,8.2,73.7,86.4,103,66
2017 Wimbledon R64,L vs Williams,96.3,101.1,5.3,99.9,100.3,109,82,88.2,4.6,88.3,89.8,98,74
2017 Roland Garros R128,L vs Williams,94.7,103.7,3.3,104.1,101.6,110,98,84.4,4.6,87.1,78.5,94,76
2017 Australian Open R128,L vs Lucic,92.3,99.0,7.4,99.7,98.8,109,68,75.0,5.5,80.5,,86,64
2016 Roland Garros R64,L vs Suarez Navarro,91.0,95.3,7.2,,,106,75,82.2,4.3,,,90,75
2016 Australian Open R64,L vs Friedsam,92.8,96.4,6.7,,,108,83,83.4,5.1,,,92,74
2016 Australian Open R128,W vs Stephens,92.6,99.2,7.2,,,108,80,80.4,4.3,,,87,74
2015 Roland Garros R128,L vs Schiavone,97.1,101.3,4.8,,,108,77,85.0,4.4,,,93,77
2015 Australian Open R128,L vs Hercog,93.6,100.2,4.9,,,110,89,80.8,6.7,,,108,71
Career (21 matches),,92.8,98.8,6.2,101.5,96.3,114,68,80.7,5.3,82.3,83.1,108,63
