Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2024 Hua Hin R32,L vs Wang,67.6%,40.0%,10.8%,0/4,2.07,8.1%,60.0%,40.0%,0.0%,2.08,15.8%,90.9%,40.0%,36.4%,2.06,0.0%
2022 Prague SF,L vs Potapova,72.7%,40.6%,9.1%,0/4,2.32,5.4%,70.4%,31.6%,3.7%,2.05,7.1%,86.7%,53.8%,20.0%,3.13,0.0%
2021 Parma F,L vs Gauff,74.5%,29.3%,0.0%,0/0,2.00,2.2%,80.6%,31.0%,0.0%,1.87,3.2%,92.3%,25.0%,0.0%,2.29,0.0%
2020 Australian Open R16,L vs Jabeur,80.0%,39.6%,10.0%,4/2,2.53,18.4%,80.6%,34.5%,8.3%,2.77,22.6%,79.2%,47.4%,12.5%,2.12,11.1%
2020 Australian Open R32,W vs Williams,68.6%,51.9%,8.5%,4/6,2.61,5.1%,56.1%,54.1%,4.5%,2.52,8.2%,91.7%,50.0%,14.6%,2.75,0.0%
2019 Wuhan R32,W vs Bouzkova,86.8%,61.0%,1.5%,0/1,2.70,0.0%,90.0%,62.2%,0.0%,2.74,0.0%,77.8%,57.1%,5.6%,2.64,0.0%
2019 US Open QF,L vs Williams,74.3%,23.1%,20.0%,2/5,2.70,4.0%,61.9%,15.4%,14.3%,2.66,6.7%,100.0%,30.8%,30.8%,2.75,0.0%
2019 US Open R16,W vs Barty,66.7%,52.6%,1.8%,1/0,2.69,27.3%,61.5%,45.8%,0.0%,2.74,26.3%,87.5%,64.3%,6.3%,2.58,29.4%
2019 US Open R32,W vs Ferro,90.1%,48.4%,0.0%,0/0,2.46,13.2%,91.3%,52.4%,0.0%,2.38,16.7%,88.0%,40.9%,0.0%,2.77,0.0%
2019 Miami QF,L vs Halep,80.3%,50.9%,1.4%,1/0,2.71,0.0%,83.3%,52.5%,2.1%,2.80,0.0%,94.4%,47.1%,0.0%,2.55,0.0%
2019 Miami R16,W vs Wang,84.5%,43.3%,0.0%,0/0,2.30,2.0%,79.5%,38.7%,0.0%,2.25,3.3%,96.7%,48.3%,0.0%,2.36,0.0%
2019 Indian Wells R16,L vs Andreescu,72.7%,39.6%,4.5%,2/1,2.02,6.5%,71.8%,25.0%,0.0%,1.96,13.0%,95.2%,60.0%,14.3%,2.08,0.0%
2019 Indian Wells R32,W vs Mertens,86.4%,46.1%,4.2%,2/3,2.21,14.7%,88.6%,44.3%,2.5%,2.24,21.3%,94.1%,50.0%,8.8%,2.14,2.9%
2019 Indian Wells 125K SF,L vs Golubic,74.7%,39.3%,4.0%,3/0,2.81,16.7%,82.0%,36.6%,0.0%,2.68,27.3%,83.3%,46.7%,16.7%,2.97,3.7%
2018 Zhuhai F,L vs Barty,78.3%,46.8%,1.7%,1/0,2.35,30.9%,75.8%,48.0%,3.0%,2.28,14.7%,84.6%,45.5%,0.0%,2.46,57.1%
2018 Zhuhai RR,W vs Keys,82.2%,60.0%,11.0%,7/1,2.44,7.7%,80.9%,60.5%,0.0%,2.36,12.1%,84.6%,59.1%,30.8%,2.61,0.0%
2018 Zhuhai RR,L vs Kasatkina,72.0%,61.0%,1.2%,0/1,2.31,7.6%,81.4%,62.5%,0.0%,2.25,15.2%,78.6%,54.5%,7.1%,2.36,0.0%
2018 Hong Kong F,L vs Yastremska,62.3%,44.7%,4.9%,2/1,2.45,6.3%,57.1%,55.0%,0.0%,2.13,10.5%,85.7%,33.3%,14.3%,2.92,0.0%
2018 Hong Kong SF,W vs Muguruza,73.0%,58.3%,3.5%,1/3,2.50,2.4%,73.5%,57.4%,0.0%,2.48,3.4%,76.7%,60.9%,13.3%,2.55,0.0%
2018 Beijing SF,L vs Wozniacki,85.2%,42.3%,1.6%,0/1,2.42,0.0%,85.7%,36.7%,2.9%,2.56,0.0%,88.0%,50.0%,0.0%,2.24,0.0%
Career (37 matches),,76.9%,48.5%,4.2%,58.5%,2.48,8.6%,78.0%,47.5%,1.9%,2.46,11.5%,85.9%,50.4%,9.4%,2.51,3.6%
