Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,2,0,2,0.0%,0-3,0.0%,8-18,30.8%,0-0,-,2,40.0%,14.3%,4.5%,4.5%,49.5%,50.9%,44.6%,47.7%,36.6%,42.6%,0.70,R32 (2x)
2024,23,17,6,73.9%,35-13,72.9%,250-190,56.8%,1-1,50.0%,1,37.5%,12.5%,2.1%,2.1%,66.0%,45.2%,43.8%,44.7%,23.1%,34.9%,0.42,W (W50 Wuning)
2022,6,4,2,66.7%,8-5,61.5%,62-45,57.9%,0-0,-,4,80.6%,37.8%,3.5%,1.8%,64.2%,67.6%,53.1%,62.4%,44.4%,53.4%,1.18,SF (Concord 125)
2019,4,3,1,75.0%,6-3,66.7%,44-35,55.7%,0-0,-,4,73.7%,39.0%,4.1%,3.3%,59.5%,67.5%,50.5%,60.6%,46.5%,53.3%,1.18,SF (Indian Wells 125K)
2017,1,0,1,0.0%,1-2,33.3%,15-16,48.4%,0-0,-,1,68.8%,26.7%,10.5%,6.3%,72.6%,69.6%,30.8%,58.9%,42.3%,50.3%,1.03,R32 (Hua Hin)
2016,26,23,3,88.5%,48-7,87.3%,311-161,65.9%,4-0,100.0%,3,66.7%,34.2%,0.4%,4.3%,76.1%,58.2%,52.5%,56.9%,43.6%,50.0%,1.01,W (3x)
2015,39,26,13,66.7%,57-27,67.9%,446-312,58.8%,5-6,45.5%,0,,,,,,,,,,,,W (Bangkok $25K)
2014,42,34,8,81.0%,69-20,77.5%,493-317,60.9%,5-3,62.5%,10,-,-,5.6%,3.6%,63.7%,66.6%,48.8%,60.1%,48.6%,54.3%,1.22,W (4x)
2013,19,11,8,57.9%,27-21,56.3%,232-208,52.7%,2-2,50.0%,0,,,,,,,,,,,,F (2x)
2012,44,32,12,72.7%,67-31,68.4%,511-399,56.2%,3-0,100.0%,0,,,,,,,,,,,,W (4x)
2011,38,20,18,52.6%,46-41,52.9%,390-404,49.1%,3-4,42.9%,0,,,,,,,,,,,,F (Balikpapan 25K)
2010,43,25,18,58.1%,56-39,58.9%,471-397,54.3%,4-5,44.4%,0,,,,,,,,,,,,W (Hyogo 10K)
2009,22,11,11,50.0%,26-25,51.0%,244-244,50.0%,3-6,33.3%,0,,,,,,,,,,,,QF (4x)
2008,13,5,8,38.5%,14-18,43.8%,148-159,48.2%,0-2,0.0%,0,,,,,,,,,,,,R16 (5x)
2007,7,2,5,28.6%,5-11,31.3%,54-79,40.6%,0-1,0.0%,0,,,,,,,,,,,,R16 (2x)
2006,3,1,2,33.3%,2-4,33.3%,20-29,40.8%,0-0,-,0,,,,,,,,,,,,R16 (Changsha 25K)
Career,332,214,118,64.5%,467-270,63.4%,3699-3013,55.1%,30-30,50.0%,25,67.8%,32.7%,4.3%,3.6%,64.7%,64.0%,48.7%,58.6%,45.0%,51.7%,1.09,
