Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2024 US Open R128,L vs Samsonova,0.82,0.71,52.4,2.4,6.9%,48.3%,8.0%,48.0%,39.5%,50.0%
2024 Wimbledon R128,L vs Navarro,0.92,0.45,35.9,2.2,0.0%,41.7%,0.0%,45.0%,30.0%,25.0%
2024 Hua Hin R32,L vs Wang,0.88,0.41,32.0,2.0,0.0%,30.0%,0.0%,42.1%,36.8%,22.2%
2022 Prague SF,L vs Potapova,0.87,0.50,35.8,2.1,4.2%,45.8%,0.0%,36.4%,43.5%,23.8%
2022 Wimbledon R64,L vs Watson,0.97,0.79,65.2,2.6,10.2%,51.0%,4.1%,57.1%,43.2%,31.4%
2022 Wimbledon R128,W vs Bencic,1.14,1.21,58.4,3.0,5.7%,60.4%,6.1%,51.0%,54.7%,38.8%
2021 Roland Garros R64,L vs Gauff,0.83,0.75,52.7,2.0,2.9%,55.9%,0.0%,54.8%,42.5%,37.8%
2021 Roland Garros R128,W vs Hsieh,1.20,1.18,83.2,8.2,3.3%,51.7%,0.0%,46.6%,46.0%,54.3%
2021 Parma F,L vs Gauff,0.89,0.58,40.5,2.0,3.4%,48.3%,0.0%,51.9%,37.9%,26.9%
2021 Australian Open R128,L vs Errani,0.75,0.76,80.6,12.6,13.3%,48.9%,5.1%,43.6%,53.8%,54.2%
2020 Australian Open R16,L vs Jabeur,0.86,0.67,52.9,3.3,0.0%,60.6%,0.0%,58.1%,39.4%,22.2%
2020 Australian Open R32,W vs Williams,1.03,1.17,83.5,2.7,1.7%,68.3%,1.9%,63.0%,35.5%,42.9%
2020 Australian Open R64,W vs Ferro,1.08,2.09,37.4,2.0,0.0%,73.9%,0.0%,66.7%,54.5%,60.0%
2020 Australian Open R128,W vs Parmentier,1.04,1.49,47.9,2.5,0.0%,57.1%,0.0%,75.0%,50.0%,48.4%
2019 Wuhan R32,W vs Bouzkova,1.10,1.52,42.8,2.1,6.9%,55.2%,0.0%,69.2%,48.6%,57.6%
2019 US Open QF,L vs Williams,0.61,0.17,22.2,2.0,0.0%,31.3%,0.0%,21.4%,15.8%,25.0%
2019 US Open R16,W vs Barty,1.22,1.42,46.4,2.2,0.0%,71.4%,6.5%,61.3%,44.8%,32.1%
2019 US Open R32,W vs Ferro,1.13,1.42,53.0,3.0,8.1%,59.5%,5.7%,71.4%,45.9%,41.2%
2019 US Open R64,W vs Van Uytvanck,1.10,1.43,58.7,2.5,5.6%,80.6%,5.7%,57.1%,28.9%,52.9%
2019 US Open R128,W vs Dolehide,1.03,1.68,46.1,2.8,10.3%,86.2%,8.0%,60.0%,41.9%,42.9%
2024 (3 matches),,0.87,0.56,42.2,2.2,2.7%,41.1%,3.1%,45.3%,36.4%,36.5%
2022 (3 matches),,1.02,0.89,56.5,2.5,7.1%,54.0%,4.2%,50.8%,48.7%,33.3%
2021 (4 matches),,0.94,0.86,68.5,3.3,6.0%,51.2%,1.3%,48.4%,46.2%,45.9%
2020 (4 matches),,1.00,1.22,61.8,2.5,0.7%,64.9%,0.7%,65.2%,42.4%,42.5%
2019 (29 matches),,1.01,1.11,56.9,2.6,3.2%,61.7%,2.9%,58.7%,44.3%,43.3%
Career (221 matches),,1.02,1.11,54.2,2.6,3.3%,59.4%,3.0%,56.3%,45.5%,46.3%
