Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,1,Hard,1,0,1,0.0%,0,0,0,-,1996,1996,R128,0,,,,,,,,,,
Roland Garros,15,Clay,34,19,15,55.9%,5,3,2,60.0%,1984,1998,QF,0,,,,,,,,,,
Wimbledon,7,Grass,10,3,7,30.0%,2,1,1,50.0%,1984,1995,R64,0,,,,,,,,,,
US Open,14,Hard,23,9,14,39.1%,3,2,1,66.7%,1984,1998,R32,0,,,,,,,,,,
Olympics,3,,5,2,3,40.0%,0,0,0,-,1984,1992,R16,0,,,,,,,,,,
Fed Cup,10,,22,12,10,54.5%,4,2,2,50.0%,1984,1995,,0,,,,,,,,,,
Hilton Head,14,Clay,33,19,14,57.6%,4,2,2,50.0%,1984,1998,QF,0,,,,,,,,,,
Amelia Island,13,Clay,22,9,13,40.9%,3,1,2,33.3%,1985,1998,R16,0,,,,,,,,,,
Rome,11,Clay,26,15,11,57.7%,4,1,3,25.0%,1987,1997,QF,0,,,,,,,,,,
Berlin,8,Clay,27,19,8,70.4%,4,3,1,75.0%,1987,1994,SF,0,,,,,,,,,,
Key Biscayne,8,Hard,13,5,8,38.5%,2,2,0,100.0%,1985,1998,R16,0,,,,,,,,,,
Paris,7,Hard,21,16,5,76.2%,4,1,3,25.0%,1987,1995,W,0,,,,,,,,,,
