Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,103,40,63,38.8%,97-139,41.1%,1070-1193,47.3%,14-17,45.2%,95,71.7%,23.3%,9.6%,4.4%,57.0%,68.9%,47.3%,59.6%,37.9%,48.9%,0.94
Clay,14,4,10,28.6%,10-21,32.3%,122-172,41.5%,2-1,66.7%,12,42.9%,20.6%,5.8%,5.7%,55.9%,61.2%,42.8%,53.1%,37.6%,45.4%,0.80
Grass,20,8,12,40.0%,21-26,44.7%,220-237,48.1%,4-1,80.0%,19,65.3%,26.7%,10.4%,4.7%,55.8%,69.5%,44.8%,58.6%,39.2%,49.1%,0.95
Grand Slams,28,8,20,28.6%,20-43,31.7%,264-339,43.8%,3-4,42.9%,27,62.8%,19.3%,7.4%,4.5%,56.3%,66.4%,45.4%,57.2%,36.9%,47.0%,0.86
Premiers,23,6,17,26.1%,17-35,32.7%,225-284,44.2%,4-5,44.4%,22,66.7%,23.3%,10.5%,5.6%,53.6%,68.1%,46.4%,58.1%,36.1%,47.4%,0.86
Internationals,64,31,33,48.4%,73-76,49.0%,703-707,49.9%,9-7,56.3%,61,72.6%,26.4%,10.0%,4.2%,58.1%,69.6%,47.0%,60.1%,39.4%,50.0%,0.99
Finals,1,0,1,0.0%,0-1,0.0%,2-6,25.0%,0-0,-,1,-,-,7.4%,0.0%,81.5%,54.5%,20.0%,48.1%,23.8%,37.5%,0.46
Semi-finals,1,1,0,100.0%,2-1,66.7%,18-12,60.0%,0-1,0.0%,1,-,-,8.8%,3.9%,52.0%,67.9%,53.1%,60.8%,45.6%,53.2%,1.16
Quarter-finals,9,1,8,11.1%,4-16,20.0%,75-115,39.5%,1-2,33.3%,8,58.9%,17.9%,7.7%,4.9%,54.3%,67.0%,41.8%,55.5%,35.6%,45.9%,0.80
vs Righties,114,45,69,39.5%,109-149,42.2%,1170-1305,47.3%,18-16,52.9%,104,69.6%,23.7%,9.9%,4.4%,56.3%,68.7%,46.7%,59.1%,38.3%,48.9%,0.94
vs Lefties,20,5,15,25.0%,14-34,29.2%,199-259,43.4%,1-2,33.3%,19,61.0%,22.1%,7.3%,5.3%,57.9%,65.7%,44.6%,56.8%,36.2%,46.9%,0.84
vs Top 10,11,0,11,0.0%,3-22,12.0%,95-150,38.8%,1-3,25.0%,11,60.3%,17.3%,8.9%,5.0%,54.9%,63.5%,47.0%,56.1%,34.5%,45.3%,0.79
