Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2024 US Open Q2,L vs Hartono,3.6,3.5,3.8,47.4%,39.5%,57.1%,62.5%,50.2%,15.1%,5.0,4.8,-8.5,-9.7
2024 Australian Open Q1,W vs Yang,3.2,2.5,3.8,58.3%,50.0%,87.5%,60.0%,63.6%,25.0%,1.5,1.5,3.5,8.0
2023 Roland Garros R128,L vs Shnaider,3.1,2.7,3.4,51.8%,36.4%,33.3%,33.3%,50.7%,9.3%,-1.0,-1.4,-5.5,-8.3
2023 Madrid R128,W vs Zhu,3.6,3.5,3.6,56.4%,44.7%,71.4%,28.6%,55.3%,20.4%,7.0,5.9,4.0,5.1
2023 Miami R64,L vs Gauff,3.5,3.9,3.1,46.6%,54.2%,22.2%,14.3%,52.3%,12.2%,6.0,7.6,1.5,2.3
2023 Miami R128,W vs Putintseva,3.5,2.8,4.0,65.4%,44.4%,25.0%,60.0%,62.2%,9.9%,12.5,11.2,-2.5,-4.0
2022 Tampico QF,W vs Fernandez,4.2,3.5,4.8,51.9%,65.5%,40.0%,88.9%,47.2%,18.1%,15.5,19.1,10.5,13.8
2022 Chennai R16,W vs Kawa,4.6,4.6,4.7,55.6%,63.9%,37.5%,46.2%,59.5%,18.0%,25.0,17.2,8.5,10.4
2022 US Open R64,W vs Snigur,3.2,3.1,3.4,58.1%,44.8%,46.7%,40.0%,51.5%,15.5%,5.0,5.0,4.0,4.9
2022 Granby R32,W vs Mboko,4.0,4.1,3.9,64.5%,58.8%,50.0%,45.5%,54.5%,12.3%,10.5,10.9,-1.5,-2.1
2022 BJK Cup Qualifiers RR,W vs Vismane,4.1,3.6,4.5,59.6%,45.1%,48.0%,66.7%,54.8%,7.2%,-3.5,-2.0,-1.0,-0.7
2022 Australian Open R128,L vs Bouzkova,5.0,5.2,4.5,40.4%,17.4%,56.3%,46.7%,56.2%,14.7%,-8.0,-6.3,-8.5,-9.8
2021 US Open R128,L vs Svitolina,3.7,4.0,3.4,43.1%,35.7%,23.1%,40.0%,57.7%,7.2%,-1.5,-1.6,-5.0,-7.8
2021 Montreal R16,L vs Sabalenka,2.3,2.9,1.8,41.6%,25.0%,60.0%,-,62.8%,10.3%,-5.5,-12.2,4.0,15.4
2021 Montreal R32,W vs Badosa,4.1,4.4,3.8,49.6%,48.9%,52.6%,40.9%,51.0%,6.7%,1.5,0.8,1.0,0.6
2021 Australian Open R64,L vs Vondrousova,4.2,4.0,4.3,43.7%,45.7%,43.8%,45.5%,43.3%,14.7%,5.5,5.8,-3.0,-2.6
2021 Australian Open R128,W vs Birrell,3.7,2.7,4.3,58.1%,66.7%,43.8%,42.9%,60.6%,5.4%,5.0,3.6,1.0,1.2
2021 Gippsland Trophy R64,L vs Paolini,3.7,3.8,3.6,48.8%,37.5%,58.3%,33.3%,51.3%,12.8%,-13.5,-12.2,5.0,5.5
2018 Quebec City QF,L vs Watson,3.5,3.4,3.6,43.4%,44.4%,63.6%,25.0%,54.3%,9.5%,-3.0,-3.4,-0.5,-0.7
2018 ITF Osaka QF,W vs Nara,5.2,4.6,5.8,57.4%,44.4%,62.5%,61.1%,62.0%,14.5%,4.5,2.4,-1.5,-1.5
Career (20 matches),,3.8,3.7,3.9,52.4%,46.7%,48.6%,47.6%,54.8%,12.7%,3.4,3.0,0.3,0.3
