Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,9,3,6,33.3%,8-13,38.1%,95-108,46.8%,1-1,50.0%,9,67.7%,25.5%,11.4%,5.3%,58.0%,68.0%,46.5%,59.0%,39.5%,49.2%,0.96,R16 (2x)
2024,8,1,7,12.5%,3-14,17.6%,59-94,38.6%,0-0,-,7,58.8%,20.9%,8.0%,6.3%,52.7%,63.9%,41.6%,53.3%,37.1%,45.7%,0.80,QF (BJK Cup Finals)
2023,26,7,19,26.9%,20-40,33.3%,255-331,43.5%,7-4,63.6%,25,64.5%,20.7%,9.4%,5.2%,58.8%,67.9%,41.0%,56.8%,36.6%,47.0%,0.85,QF (Birmingham)
2022,27,13,14,48.1%,33-32,50.8%,313-307,50.5%,4-4,50.0%,27,74.0%,25.8%,9.5%,3.7%,57.3%,69.8%,50.9%,61.7%,40.1%,50.8%,1.05,QF (3x)
2021,12,5,7,41.7%,12-15,44.4%,123-140,46.8%,2-2,50.0%,12,71.5%,24.0%,9.5%,2.7%,56.8%,71.0%,47.6%,60.9%,38.7%,49.6%,0.99,R16 (Montreal)
2019,2,0,2,0.0%,0-4,0.0%,10-24,29.4%,0-0,-,2,31.3%,16.7%,3.3%,5.7%,53.3%,50.8%,42.1%,46.7%,38.8%,43.1%,0.73,
2018,3,2,1,66.7%,4-3,57.1%,37-29,56.1%,0-1,0.0%,3,81.3%,33.3%,7.4%,4.4%,51.2%,73.1%,54.5%,64.0%,41.0%,52.3%,1.14,QF (Quebec City)
2013,1,0,1,0.0%,0-2,0.0%,3-12,20.0%,0-0,-,1,-,-,5.0%,10.0%,52.5%,57.1%,26.3%,42.5%,28.3%,34.4%,0.49,R128 (Australian Open)
2012,3,0,3,0.0%,0-6,0.0%,21-37,36.2%,0-0,-,3,-,-,6.6%,8.1%,53.8%,62.3%,38.5%,51.3%,33.3%,43.1%,0.68,R32 (2x)
2011,37,16,21,43.2%,38-48,44.2%,400-425,48.5%,3-5,37.5%,30,-,-,9.2%,5.1%,55.5%,67.3%,47.8%,58.6%,37.4%,48.5%,0.90,F (Memphis)
2010,5,3,2,60.0%,6-5,54.5%,62-57,52.1%,2-2,50.0%,5,-,-,11.9%,3.1%,56.6%,77.1%,48.5%,64.7%,37.8%,50.7%,1.07,QF (Quebec City)
2009,2,1,1,50.0%,2-2,50.0%,17-19,47.2%,0-0,-,2,-,-,12.8%,0.8%,62.4%,63.9%,50.0%,58.6%,31.8%,48.0%,0.77,R16 (Quebec City)
2008,2,1,1,50.0%,2-2,50.0%,17-19,47.2%,1-0,100.0%,0,,,,,,,,,,,,R16 (Quebec City)
Career,137,52,85,38.0%,128-186,40.8%,1412-1602,46.8%,20-19,51.3%,126,68.6%,23.8%,9.4%,4.6%,56.7%,68.3%,46.5%,58.9%,38.1%,48.7%,0.93,
