Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),259,265,154,1626,148,1591,194,1493,100,1571,900,49,,
2025,178,390,155,1626,146,1591,199,1493,105,1571,618,105
2024,102,756,117,1679,113,1643,154,1532,86,1596,206,378
2023,176,422,164,1585,155,1555,157,1524,145,1471,,
2022,63,859,86,1722,78,1690,104,1596,85,1560,,
2021,145,504,142,1614,136,1581,183,1467,,,,
2020,312,184,,,,,,,,,547,102
2019,284,200,169,1582,175,1530,188,1470,,,510,102
2018,215,273,,,,,,,,,514,68
2012,420,84,,,,,,,,,825,26
2011,64,955,100,1705,100,1657,129,1554,103,1546,922,19
2010,104,664,67,1770,62,1727,165,1489,101,1551,350,162
2009,178,327,192,1516,194,1466,231,1368,,,,
2008,356,65,,,,,,,,,,
2007,833,9,,,,,,,,,,
2006,1121,5,,,,,,,,,,
