Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2024 US Open Q2,L vs Hartono,0.0%,-,2.9%,50.0%,12.5%,27.8%,100.0%,3.8%,0.0%,0.9%,50.0%,22,60
2024 Australian Open Q1,W vs Yang,0.0%,-,2.4%,100.0%,15.2%,25.0%,0.0%,0.0%,0.0%,0.0%,-,-22,52
2023 Roland Garros R128,L vs Shnaider,0.0%,-,5.6%,42.9%,14.5%,13.3%,100.0%,0.0%,0.0%,0.7%,0.0%,40,79
2023 Madrid R128,W vs Zhu,0.0%,-,7.2%,81.8%,18.8%,17.4%,0.0%,11.8%,37.5%,0.5%,100.0%,103,86
2023 Miami R64,L vs Gauff,0.0%,-,4.4%,60.0%,21.9%,31.8%,0.0%,6.7%,42.9%,0.6%,0.0%,96,84
2023 Miami R128,W vs Putintseva,0.0%,-,7.0%,66.7%,23.0%,22.2%,50.0%,14.0%,22.2%,0.0%,-,78,109
2022 Tampico QF,W vs Fernandez,0.0%,-,7.8%,50.0%,25.7%,43.8%,8.3%,20.0%,33.3%,0.0%,-,18,29
2022 Chennai R16,W vs Kawa,0.0%,-,1.6%,0.0%,22.0%,31.8%,0.0%,10.9%,25.0%,0.0%,-,-15,-27
2022 US Open R64,W vs Snigur,0.0%,-,2.6%,50.0%,8.6%,16.7%,0.0%,10.0%,20.0%,0.0%,-,-16,43
2022 Granby R32,W vs Mboko,0.0%,-,6.9%,85.7%,17.8%,36.4%,25.0%,3.8%,16.7%,0.0%,-,22,49
2022 BJK Cup Qualifiers RR,W vs Vismane,1.4%,0.0%,15.6%,66.7%,14.3%,23.5%,33.3%,8.4%,38.5%,0.6%,0.0%,92,115
2022 Australian Open R128,L vs Bouzkova,0.0%,-,8.5%,55.6%,8.9%,9.1%,40.0%,4.3%,9.1%,0.0%,-,51,53
2021 US Open R128,L vs Svitolina,0.0%,-,11.0%,58.3%,18.2%,35.0%,100.0%,4.5%,14.3%,0.0%,-,130,78
2021 Montreal R16,L vs Sabalenka,0.0%,-,6.1%,83.3%,9.1%,18.2%,0.0%,11.1%,0.0%,0.0%,-,149,103
2021 Montreal R32,W vs Badosa,0.0%,-,7.8%,75.0%,15.3%,22.6%,50.0%,7.9%,19.2%,0.0%,-,120,92
2021 Australian Open R64,L vs Vondrousova,0.0%,-,9.0%,58.3%,14.8%,15.4%,23.1%,6.8%,7.1%,0.4%,0.0%,53,51
2021 Australian Open R128,W vs Birrell,0.0%,-,2.9%,100.0%,17.4%,42.1%,100.0%,6.3%,0.0%,0.4%,0.0%,96,130
2021 Gippsland Trophy R64,L vs Paolini,0.0%,-,2.2%,33.3%,9.9%,19.2%,0.0%,11.7%,45.5%,0.4%,0.0%,119,118
2018 Quebec City QF,L vs Watson,0.0%,-,2.7%,100.0%,16.0%,5.3%,50.0%,4.2%,0.0%,0.0%,-,90,60
2018 ITF Osaka QF,W vs Nara,0.0%,-,3.8%,80.0%,10.7%,34.8%,0.0%,2.5%,0.0%,0.3%,100.0%,15,46
Career (20 matches),,0.1%,0.0%,6.1%,66.3%,15.6%,24.4%,31.0%,7.5%,17.8%,0.3%,27.3%,61,71
