Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,36,9,27,25.0%,26-55,32.1%,344-418,45.1%,4-10,28.6%,30,72.5%,15.8%,3.7%,4.5%,58.3%,68.0%,47.5%,59.4%,32.7%,46.5%,0.81
Clay,13,4,9,30.8%,11-20,35.5%,138-164,45.7%,2-5,28.6%,13,68.9%,23.1%,3.6%,2.6%,59.7%,63.4%,51.4%,58.6%,38.6%,48.6%,0.93
Grass,3,0,3,0.0%,1-8,11.1%,39-55,41.5%,0-3,0.0%,3,76.1%,10.9%,5.2%,5.2%,60.0%,68.7%,45.4%,59.4%,30.0%,45.2%,0.74
Grand Slams,7,0,7,0.0%,5-21,19.2%,110-156,41.4%,2-6,25.0%,7,70.8%,14.5%,2.9%,4.9%,58.6%,66.6%,45.3%,57.8%,33.8%,45.9%,0.80
Masters,8,2,6,25.0%,6-13,31.6%,72-99,42.1%,1-0,100.0%,8,69.0%,15.1%,4.4%,3.5%,60.8%,65.2%,47.3%,58.2%,34.9%,46.8%,0.83
Other Tours,27,7,20,25.9%,17-36,32.1%,232-284,45.0%,3-10,23.1%,27,71.6%,17.9%,4.1%,4.0%,58.5%,65.9%,49.7%,59.2%,33.7%,46.9%,0.83
Best of 5,10,0,10,0.0%,5-22,18.5%,113-160,41.4%,2-6,25.0%,10,69.8%,13.8%,2.5%,4.6%,59.3%,66.1%,45.3%,57.6%,32.7%,45.4%,0.77
Best of 3,42,13,29,31.0%,33-61,35.1%,408-477,46.1%,4-12,25.0%,36,72.6%,18.9%,4.3%,3.8%,58.6%,67.0%,49.7%,59.8%,34.8%,47.7%,0.87
Quarter-finals,2,0,2,0.0%,0-4,0.0%,9-24,27.3%,0-0,-,2,37.5%,17.6%,1.8%,1.8%,57.8%,52.4%,41.3%,47.7%,37.2%,42.3%,0.71
vs Righties,40,7,33,17.5%,25-73,25.5%,407-530,43.4%,3-16,15.8%,34,70.5%,15.6%,3.5%,4.0%,58.8%,65.6%,47.0%,58.0%,33.0%,45.9%,0.79
vs Lefties,10,5,5,50.0%,10-8,55.6%,87-88,49.7%,2-1,66.7%,10,74.8%,20.6%,4.9%,3.1%,59.4%,69.1%,54.0%,63.0%,37.1%,50.0%,1.00
vs Top 10,1,0,1,0.0%,1-2,33.3%,14-17,45.2%,0-0,-,1,80.0%,12.5%,8.5%,0.0%,61.0%,70.0%,59.4%,65.9%,29.1%,47.0%,0.85
