Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,6,1,5,16.7%,3-11,21.4%,56-76,42.4%,1-2,33.3%,4,56.5%,14.9%,3.3%,5.1%,57.7%,62.0%,39.7%,52.6%,32.8%,43.7%,0.69
Clay,6,1,5,16.7%,3-10,23.1%,58-76,43.3%,0-4,0.0%,6,70.8%,18.5%,2.6%,3.1%,60.3%,65.5%,49.4%,59.1%,36.0%,47.2%,0.88
Grass,2,0,2,0.0%,1-5,16.7%,27-36,42.9%,0-2,0.0%,2,76.7%,12.9%,6.7%,5.8%,59.6%,69.2%,44.4%,59.2%,29.0%,45.5%,0.71
Grand Slams,2,0,2,0.0%,1-6,14.3%,29-41,41.4%,0-1,0.0%,2,61.8%,22.9%,5.4%,5.4%,56.8%,64.3%,39.6%,53.6%,34.5%,44.7%,0.74
Masters,3,0,3,0.0%,1-6,14.3%,17-38,30.9%,0-0,-,3,51.9%,10.7%,0.5%,5.6%,61.4%,59.5%,34.2%,49.7%,34.8%,42.4%,0.69
Other Tours,7,1,6,14.3%,3-12,20.0%,73-94,43.7%,1-6,14.3%,7,75.0%,15.0%,4.3%,3.6%,59.5%,67.6%,50.7%,60.7%,32.9%,47.2%,0.84
Best of 5,2,0,2,0.0%,1-6,14.3%,29-41,41.4%,0-1,0.0%,2,61.8%,22.9%,5.4%,5.4%,56.8%,64.3%,39.6%,53.6%,34.5%,44.7%,0.74
Best of 3,12,2,10,16.7%,6-20,23.1%,112-147,43.2%,1-7,12.5%,10,69.2%,13.9%,3.3%,4.1%,60.0%,65.4%,46.5%,57.9%,33.4%,46.0%,0.79
vs Righties,12,1,11,8.3%,5-24,17.2%,121-167,42.0%,1-8,11.1%,10,66.7%,14.6%,3.7%,4.6%,58.9%,64.5%,43.6%,55.9%,32.4%,44.8%,0.74
vs Lefties,2,1,1,50.0%,2-2,50.0%,20-21,48.8%,0-0,-,2,71.4%,25.0%,4.0%,3.2%,61.3%,69.7%,54.2%,63.7%,40.6%,51.8%,1.12
