Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2022,18,3,15,16.7%,9-36,20.0%,171-263,39.4%,3-3,50.0%,17,66.3%,13.5%,5.4%,2.9%,58.1%,65.2%,45.8%,57.1%,32.7%,45.3%,0.76,R16 (Melbourne)
2021,17,9,8,52.9%,25-20,55.6%,224-207,52.0%,5-2,71.4%,16,79.3%,24.7%,8.2%,3.4%,54.9%,74.4%,51.3%,64.0%,37.7%,50.5%,1.05,QF (Bastad)
2020,8,2,6,25.0%,8-14,36.4%,96-115,45.5%,2-3,40.0%,8,77.2%,15.2%,8.0%,2.7%,60.0%,71.3%,47.6%,61.8%,33.8%,47.8%,0.88,R16 (Cologne 1)
2019,18,6,12,33.3%,20-30,40.0%,228-275,45.3%,8-5,61.5%,16,75.9%,16.4%,7.4%,3.5%,59.3%,69.5%,51.6%,62.2%,35.9%,49.1%,0.95,QF (Houston)
2018,12,7,5,58.3%,18-14,56.3%,161-139,53.7%,1-2,33.3%,12,76.9%,31.3%,8.5%,5.6%,62.3%,71.4%,47.5%,62.4%,41.2%,51.6%,1.10,SF (Bastad)
2017,23,11,12,47.8%,29-34,46.0%,309-316,49.4%,4-8,33.3%,23,79.1%,20.5%,9.0%,6.7%,60.2%,73.8%,48.1%,63.5%,36.7%,50.0%,1.01,SF (Shenzhen)
2016,9,3,6,33.3%,9-15,37.5%,112-121,48.1%,2-3,40.0%,9,77.2%,21.4%,4.7%,4.9%,58.7%,70.1%,52.3%,62.8%,37.5%,49.8%,1.01,R16 (2x)
2015,5,3,2,60.0%,9-7,56.3%,76-71,51.7%,2-1,66.7%,2,60.9%,20.8%,3.4%,6.1%,53.4%,62.0%,43.5%,53.4%,35.0%,44.3%,0.75,
2014,3,1,2,33.3%,3-4,42.9%,38-39,49.4%,2-0,100.0%,3,65.8%,29.7%,1.5%,10.0%,66.7%,64.9%,37.9%,55.9%,43.8%,49.9%,1.00,R16 (Gstaad)
2013,9,3,6,33.3%,8-16,33.3%,102-121,45.7%,1-3,25.0%,7,72.5%,23.5%,4.5%,6.1%,56.9%,67.6%,50.5%,60.2%,36.3%,48.2%,0.91,R16 (2x)
2012,2,0,2,0.0%,0-4,0.0%,11-25,30.6%,0-0,-,2,55.6%,5.6%,9.0%,6.9%,45.1%,69.2%,36.7%,51.4%,29.2%,42.0%,0.60,R32 (2x)
2009,1,1,0,100.0%,3-2,60.0%,27-23,54.0%,0-1,0.0%,0,,,,,,,,,,,,
Career,125,49,76,39.2%,141-196,41.8%,1555-1715,47.6%,30-31,49.2%,115,75.1%,20.5%,7.1%,4.7%,58.8%,70.4%,48.6%,61.4%,36.6%,49.0%,0.95,
