Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,69,27,42,39.1%,81-112,42.0%,889-987,47.4%,22-21,51.2%,63,77.7%,17.3%,8.5%,4.9%,58.0%,72.8%,48.9%,62.8%,34.9%,48.8%,0.94
Clay,54,22,32,40.7%,59-78,43.1%,639-687,48.2%,8-10,44.4%,50,71.5%,25.7%,5.3%,4.6%,59.7%,67.0%,48.8%,59.7%,39.1%,49.3%,0.97
Grass,2,0,2,0.0%,1-6,14.3%,27-41,39.7%,0-0,-,2,73.5%,5.9%,7.9%,2.3%,60.7%,75.4%,38.1%,60.7%,31.4%,46.2%,0.80
Grand Slams,20,8,12,40.0%,29-41,41.4%,318-362,46.8%,10-4,71.4%,20,75.9%,17.2%,7.2%,3.4%,59.4%,69.6%,48.7%,61.1%,34.7%,48.3%,0.89
Masters,6,2,4,33.3%,5-10,33.3%,58-77,43.0%,1-1,50.0%,6,68.2%,17.9%,5.1%,6.7%,58.0%,68.5%,43.1%,57.8%,33.5%,46.3%,0.79
Other Tours,75,27,48,36.0%,67-107,38.5%,789-902,46.7%,11-14,44.0%,74,72.2%,22.0%,6.9%,5.1%,57.6%,69.4%,48.1%,60.4%,37.4%,48.8%,0.94
Best of 5,31,14,17,45.2%,52-63,45.2%,547-575,48.8%,14-12,53.8%,27,77.9%,18.9%,7.3%,3.9%,60.4%,71.2%,48.5%,62.2%,35.9%,49.1%,0.95
Best of 3,94,35,59,37.2%,89-133,40.1%,1008-1140,46.9%,16-19,45.7%,88,73.7%,21.3%,7.0%,5.1%,58.0%,70.1%,48.7%,61.1%,36.9%,48.9%,0.95
Semi-finals,2,0,2,0.0%,1-4,20.0%,21-30,41.2%,0-1,0.0%,2,76.0%,8.0%,8.7%,3.7%,60.2%,73.2%,50.0%,64.0%,28.1%,46.1%,0.78
Quarter-finals,5,2,3,40.0%,5-6,45.5%,52-53,49.5%,0-1,0.0%,4,74.5%,26.4%,5.5%,4.3%,65.6%,67.0%,49.6%,61.0%,40.4%,50.7%,1.04
vs Righties,110,42,68,38.2%,122-174,41.2%,1369-1529,47.2%,28-27,50.9%,102,74.9%,20.4%,7.3%,4.6%,58.7%,70.4%,48.6%,61.4%,36.5%,48.9%,0.94
vs Lefties,12,5,7,41.7%,13-18,41.9%,136-149,47.7%,2-4,33.3%,10,73.9%,17.9%,4.9%,5.1%,58.5%,68.7%,49.7%,60.8%,34.4%,47.5%,0.88
vs Top 10,8,0,8,0.0%,1-19,5.0%,63-121,34.2%,1-1,50.0%,7,65.3%,4.1%,7.4%,3.9%,57.0%,65.6%,45.5%,57.0%,23.5%,41.5%,0.55
