Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
06-Nov-2022,Roanne CH,Hard,F,182,132,(2) Hugo Gaston [FRA] d. Laaksonen,6-7(6) 7-5 6-1,0.86,5.8%,6.7%,47.1%,65.3%,54.5%,9/14,2:02
17-Oct-2022,Hamburg CH,Hard,F,182,216,(4) Alexander Ritschard [SUI] d. (5) Laaksonen,7-5 6-5 RET,0.78,9.1%,1.5%,62.1%,61.0%,56.0%,3/6,1:34
27-Sep-2021,Orleans CH,Hard,F,118,121,Laaksonen d. Dennis Novak [AUT],6-1 2-6 6-2,1.24,12.3%,3.1%,49.2%,81.3%,51.5%,1/3,1:22
05-Jul-2021,Braunschweig CH,Clay,F,137,166,(8) Daniel Altmaier [GER] d. (5) Laaksonen,6-1 6-2,0.53,2.1%,4.3%,38.3%,72.2%,27.6%,3/7,0:59
06-May-2019,Rome CH,Clay,F,119,249,(4) Laaksonen d. (17) Gian Marco Moroni [ITA],6-7(2) 7-6(2) 6-2,1.04,2.6%,3.4%,59.5%,71.0%,48.9%,6/8,2:54
11-Feb-2019,Bangkok CH,Hard,F,146,223,(3) Laaksonen d. (14) Dudi Sela [ISR],6-2 6-4,3.07,11.9%,0.0%,69.0%,86.2%,84.6%,0/0,1:06
30-Jul-2018,Chengdu CH,Hard,F,137,259,Ze Zhang [CHN] d. (1) Laaksonen,2-6 5-2 RET,,,,,,,,1:06
14-Nov-2016,Champaign CH,Hard,F,141,190,(2) Laaksonen d. (6) Ruben Bemelmans [BEL],7-5 6-3,1.38,3.3%,5.0%,68.3%,75.6%,63.2%,2/3,1:05
05-Sep-2016,Shanghai CH,Hard,F,161,169,(4) Laaksonen d. (6) Jason Jung [TPE],6-3 6-3,1.52,3.3%,8.3%,61.7%,75.7%,65.2%,6/6,1:12
21-Mar-2016,USA F11,Hard,F,214,293,(2) Matthew Barton [AUS] d. (1) Laaksonen,7-6(6) 6-3,,,,,,,,
