Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,7,4,3,57.1%,12-10,54.5%,112-114,49.6%,5-3,62.5%,7,84.5%,12.7%,15.4%,2.9%,61.6%,74.6%,53.2%,66.4%,33.2%,49.9%,0.99
Clay,5,2,3,40.0%,5-4,55.6%,44-39,53.0%,0-0,-,4,73.8%,31.7%,7.4%,1.5%,61.0%,69.3%,48.1%,61.0%,40.4%,51.0%,1.04
Grand Slams,2,1,1,50.0%,4-5,44.4%,41-43,48.8%,0-2,0.0%,2,79.1%,17.1%,7.6%,3.5%,59.5%,69.8%,50.4%,61.9%,36.1%,49.4%,0.95
Other Tours,10,5,5,50.0%,13-9,59.1%,115-110,51.1%,5-1,83.3%,9,82.6%,18.2%,15.4%,2.1%,62.2%,74.5%,52.4%,66.2%,34.7%,50.6%,1.03
Best of 5,2,1,1,50.0%,4-5,44.4%,41-43,48.8%,0-2,0.0%,2,79.1%,17.1%,7.6%,3.5%,59.5%,69.8%,50.4%,61.9%,36.1%,49.4%,0.95
Best of 3,10,5,5,50.0%,13-9,59.1%,115-110,51.1%,5-1,83.3%,9,82.6%,18.2%,15.4%,2.1%,62.2%,74.5%,52.4%,66.2%,34.7%,50.6%,1.03
Semi-finals,1,0,1,0.0%,1-2,33.3%,12-18,40.0%,1-0,100.0%,1,78.6%,0.0%,11.6%,2.5%,63.6%,70.1%,45.5%,61.2%,23.9%,45.1%,0.62
Quarter-finals,2,1,1,50.0%,3-2,60.0%,27-28,49.1%,2-0,100.0%,2,81.5%,11.5%,13.4%,0.0%,65.1%,68.6%,55.4%,64.0%,32.3%,49.1%,0.90
vs Righties,11,6,5,54.5%,16-12,57.1%,141-136,50.9%,5-2,71.4%,10,82.5%,17.0%,12.8%,2.4%,60.9%,73.6%,52.4%,65.3%,35.1%,50.4%,1.01
vs Lefties,1,0,1,0.0%,1-2,33.3%,15-17,46.9%,0-1,0.0%,1,73.3%,25.0%,16.3%,3.1%,66.3%,69.2%,45.5%,61.2%,35.1%,48.2%,0.90
vs Top 10,1,0,1,0.0%,1-2,33.3%,12-18,40.0%,1-0,100.0%,1,78.6%,0.0%,11.6%,2.5%,63.6%,70.1%,45.5%,61.2%,23.9%,45.1%,0.62
