Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2023 US Open R64,L vs Mensik,11% (2/18),50% (1/2),0/2,25% (5/20),20% (1/5),1/1,1/1,2/4,0/0,0/1
2023 US Open R128,W vs Musetti,48% (10/21),60% (6/10),1/4,35% (8/23),38% (3/8),6/6,3/3,2/3,1/1,0/0
2023 Amersfoort CH F,L vs Marterer,22% (2/9),0% (0/2),0/3,33% (3/9),0% (0/3),0/0,0/0,1/1,0/0,0/0
2023 Roland Garros Q1,L vs Vavassori,36% (4/11),25% (1/4),1/2,30% (3/10),33% (1/3),1/1,0/0,1/1,0/0,0/0
2019 M15 Poitiers R16,L vs Grenier,13% (1/8),100% (1/1),0/5,63% (5/8),0% (0/5),0/1,0/0,1/1,0/0,0/0
2019 M15 Poitiers R32,W vs Pauwels,63% (5/8),100% (5/5),0/0,14% (1/7),100% (1/1),3/3,0/0,0/0,0/0,0/0
2019 M15 Toulouse R16,L vs Cayre,13% (1/8),0% (0/1),0/3,67% (6/9),33% (2/6),0/0,0/0,0/1,0/0,0/1
2019 M15 Toulouse R32,W vs Seraphim,45% (5/11),60% (3/5),0/2,27% (3/11),33% (1/3),1/2,0/0,0/0,0/0,0/0
2023 (4 matches),,30.5%,44.4%,18.2%,30.6%,26.3%,100.0%,100.0%,66.7%,100.0%,0.0%
2019 (4 matches),,34.3%,75.0%,0.0%,42.9%,26.7%,66.7%,-,50.0%,-,0.0%
Career (8 matches),,31.9%,56.7%,9.5%,35.1%,26.5%,85.7%,100.0%,63.6%,100.0%,0.0%
