Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),122,528,120,1677,118,1630,81,1678,98,1582,,,,
2025,153,404,153,1627,168,1555,95,1653,112,1556,,,,
2024,182,315,206,1550,220,1483,156,1565,145,1513,405,135,,
2023,161,390,154,1609,130,1581,161,1538,,,,,,
2022,286,180,,,,,,,,,,,,
2021,543,60,,,,,,,,,,,,
2020,775,23,,,,,,,,,1110,19,,
2019,1084,7,,,,,,,,,1787,4,,
