Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2023 US Open R64,L vs Mensik,105.1,115.2,9.3,119.9,110.8,132,90,89.6,5.8,92.5,91.2,103,75
2023 US Open R128,W vs Musetti,104.8,114.4,11.4,117.5,111.1,134,68,89.4,4.3,92.7,91.7,103,79
Career (2 matches),,104.9,114.8,10.4,118.7,111.0,134,68,89.5,5.0,92.6,91.5,103,75
