Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
28-Sep-2020,M25 Pardubice,Clay,F,377,370,Ignatik d. Jan Satral [CZE],6-3 6-2,,,,,,,,
20-Nov-2017,Andria CH,Hard,F,171,351,(5) Ignatik d. (Q) Christopher Heyman [BEL],6-7(3) 6-4 7-6(3),1.28,9.9%,2.0%,68.3%,78.3%,71.9%,1/1,2:07
23-Jan-2017,Rennes CH,Hard,F,192,152,(LL) Ignatik d. Andrey Rublev [RUS],6-7(6) 6-3 7-6(5),1.22,24.5%,1.8%,64.5%,81.7%,53.8%,5/6,2:17
12-Sep-2016,Meknes CH,Clay,F,246,250,(8) Maximilian Marterer [GER] d. (5) Ignatik,7-6(3) 6-3,0.82,1.4%,1.4%,60.0%,73.8%,50.0%,2/4,1:30
01-Aug-2016,Slovakia F2,Clay,F,246,884,(1) Ignatik d. (Q) Pavel Nejedly [CZE],6-0 6-1,,,,,,,,
25-Jul-2016,Prague CH,Clay,F,292,150,(6) Santiago Giraldo [COL] d. Ignatik,6-4 3-6 7-6(2),0.97,8.5%,6.6%,60.4%,71.9%,42.9%,3/7,2:42
04-Jul-2016,Czech Republic F5,Clay,F,288,486,(2) Ignatik d. (5) Pawel Cias [POL],6-1 6-4,,,,,,,,
08-Feb-2016,Switzerland F1,Carpet,F,242,435,(2) Ignatik d. Jan Choinski [GER],6-4 6-3,,,,,,,,
27-Jul-2015,Slovakia F3,Clay,F,196,355,(1) Ignatik d. (2) Filip Horansky [SVK],6-3 7-5,,,,,,,,
06-Jul-2015,Czech Republic F6,Clay,F,220,231,(1) Ignatik d. (2) Jan Mertl [CZE],6-7(9) 6-4 6-1,,,,,,,,
