Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,2,0,2,0.0%,0-4,0.0%,14-25,35.9%,0-0,-,2,47.4%,20.0%,3.3%,5.0%,64.2%,57.1%,32.6%,48.3%,39.4%,43.6%,0.76,R128 (2x)
2025,4,3,1,75.0%,5-3,62.5%,44-30,59.5%,0-2,0.0%,4,73.5%,50.0%,9.0%,4.3%,56.8%,72.2%,43.6%,59.8%,47.6%,53.7%,1.19,SF (Chennai)
2024,3,1,2,33.3%,4-4,50.0%,34-30,53.1%,0-0,-,3,65.6%,40.6%,7.3%,8.3%,53.1%,69.6%,41.1%,56.3%,45.6%,50.8%,1.04,R16 (Hua Hin 2)
2023,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,1,22.2%,44.4%,0.0%,9.3%,55.6%,53.3%,25.0%,40.7%,47.2%,43.9%,0.80,R32 (Hua Hin)
Career,10,4,6,40.0%,9-13,40.9%,98-97,50.3%,0-2,0.0%,10,60.6%,40.0%,6.5%,6.2%,57.0%,66.4%,39.1%,54.7%,45.1%,49.8%,1.00,
