Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,85,35,50,41.2%,81-109,42.6%,792-910,46.5%,8-6,57.1%,80,60.8%,33.5%,2.4%,5.6%,64.0%,60.8%,43.7%,54.7%,42.6%,48.6%,0.94
Clay,55,26,29,47.3%,61-62,49.6%,531-530,50.0%,3-4,42.9%,50,58.6%,39.8%,2.1%,5.2%,63.4%,59.2%,42.6%,53.1%,45.8%,49.5%,0.98
Grass,12,5,7,41.7%,10-17,37.0%,106-143,42.6%,3-3,50.0%,12,65.6%,21.0%,3.9%,5.9%,60.5%,62.6%,45.1%,55.7%,39.0%,47.1%,0.88
Grand Slams,27,11,16,40.7%,24-35,40.7%,219-272,44.6%,2-3,40.0%,27,56.1%,34.3%,2.0%,4.4%,63.3%,57.8%,42.1%,52.0%,43.9%,47.9%,0.92
Premiers,15,6,9,40.0%,14-19,42.4%,139-153,47.6%,1-0,100.0%,15,66.9%,32.9%,2.6%,3.5%,67.4%,61.8%,46.4%,56.8%,41.6%,49.2%,0.96
Internationals,64,23,41,35.9%,58-89,39.5%,591-712,45.4%,4-6,40.0%,62,57.4%,34.2%,2.4%,6.4%,63.5%,58.9%,42.8%,53.0%,42.9%,48.0%,0.91
Semi-finals,4,0,4,0.0%,3-8,27.3%,42-58,42.0%,0-1,0.0%,4,53.1%,32.0%,2.1%,5.4%,65.7%,57.3%,40.9%,51.6%,42.6%,47.1%,0.88
Quarter-finals,9,4,5,44.4%,10-10,50.0%,95-89,51.6%,0-3,0.0%,9,59.6%,45.7%,3.8%,5.8%,60.7%,58.3%,43.8%,52.6%,47.1%,49.8%,0.99
vs Righties,134,57,77,42.5%,132-169,43.9%,1252-1400,47.2%,11-12,47.8%,126,59.7%,34.7%,2.3%,5.5%,63.5%,59.9%,43.5%,53.9%,43.5%,48.7%,0.94
vs Lefties,15,7,8,46.7%,16-17,48.5%,148-163,47.6%,3-1,75.0%,13,66.2%,29.2%,3.3%,5.4%,63.1%,63.5%,44.5%,56.5%,40.9%,48.8%,0.94
vs Top 10,8,3,5,37.5%,7-11,38.9%,67-92,42.1%,2-0,100.0%,8,57.1%,26.3%,2.1%,2.7%,65.1%,58.9%,42.0%,53.0%,39.4%,46.4%,0.84
