Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2024,15,13,2,86.7%,27-9,75.0%,194-128,60.2%,4-1,80.0%,14,70.4%,48.7%,1.6%,5.5%,65.1%,67.0%,45.0%,59.3%,49.3%,54.2%,1.21,W (2x)
2023,34,24,10,70.6%,52-27,65.8%,403-327,55.2%,6-3,66.7%,19,67.5%,45.5%,2.3%,7.1%,62.1%,62.2%,49.1%,57.2%,48.6%,53.0%,1.14,W (Cali 125)
2022,24,16,8,66.7%,33-18,64.7%,274-216,55.9%,5-4,55.6%,4,63.9%,33.3%,1.1%,4.8%,64.3%,59.0%,50.0%,55.8%,44.4%,50.4%,1.00,F (W60 San Bartolome (Gran Canaria))
2020,28,26,2,92.9%,51-11,82.3%,359-218,62.2%,5-1,83.3%,11,71.3%,51.8%,0.9%,3.2%,67.8%,64.2%,50.7%,59.8%,50.4%,54.7%,1.25,W (3x)
2019,50,29,21,58.0%,66-48,57.9%,552-494,52.8%,5-5,50.0%,1,44.4%,12.5%,0.0%,8.3%,65.5%,56.4%,34.5%,48.8%,31.9%,42.7%,0.62,W (2x)
2018,21,12,9,57.1%,28-21,57.1%,228-214,51.6%,2-0,100.0%,0,,,,,,,,,,,,W (Perigueux $25K)
2017,5,1,4,20.0%,1-7,12.5%,28-44,38.9%,0-0,-,0,,,,,,,,,,,,R16 (Budapest $100K)
2016,46,30,16,65.2%,66-35,65.3%,520-401,56.5%,6-4,60.0%,0,,,,,,,,,,,,W (2x)
2015,45,28,17,62.2%,63-38,62.4%,497-425,53.9%,6-2,75.0%,0,,,,,,,,,,,,W (Sao Jose dos Campos $10K)
2014,43,31,12,72.1%,69-29,70.4%,529-352,60.0%,2-6,25.0%,0,,,,,,,,,,,,W (4x)
2013,26,15,11,57.7%,33-26,55.9%,269-227,54.2%,2-0,100.0%,0,,,,,,,,,,,,W (Santiago 10K)
2012,24,12,12,50.0%,29-26,52.7%,250-241,50.9%,2-2,50.0%,0,,,,,,,,,,,,SF (Villa Allende 10K)
2011,4,2,2,50.0%,4-4,50.0%,41-39,51.2%,2-0,100.0%,0,,,,,,,,,,,,QF (Concepcion 10K)
Career,365,239,126,65.5%,522-299,63.6%,4144-3326,55.5%,47-28,62.7%,49,68.5%,46.5%,1.7%,5.7%,64.4%,63.7%,47.9%,58.0%,48.7%,53.3%,1.16,
