Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2024 United Cup RR,W vs Gadecki,0.0%,-,6.8%,62.5%,21.8%,27.3%,0.0%,5.3%,0.0%,0.0%,-,-8,1
2024 Beijing R128,W vs Ren,1.7%,100.0%,11.5%,92.3%,10.7%,15.4%,0.0%,1.4%,0.0%,1.7%,75.0%,-10,-25
2024 Toronto R64,L vs Pliskova,0.0%,-,6.5%,54.5%,20.9%,30.0%,75.0%,10.2%,50.0%,1.3%,66.7%,-10,-7
2024 Rouen R32,L vs Andreeva,0.0%,-,7.4%,28.6%,4.0%,0.0%,0.0%,2.8%,10.0%,2.3%,20.0%,-71,-78
2024 Miami R64,L vs Gauff,0.0%,-,8.6%,70.0%,7.7%,20.8%,0.0%,5.2%,21.1%,1.8%,25.0%,-28,-44
2023 Bad Homburg R32,L vs Navarro,0.0%,-,8.1%,42.9%,13.6%,18.2%,33.3%,0.0%,0.0%,1.5%,0.0%,71,46
2023 Roland Garros R64,L vs Muchova,0.0%,-,8.2%,75.0%,14.6%,29.6%,0.0%,5.3%,28.6%,1.7%,25.0%,-3,27
2023 Roland Garros R128,W vs Ponchet,0.0%,-,11.8%,80.0%,35.3%,42.1%,33.3%,2.6%,0.0%,1.5%,0.0%,22,21
2023 Australian Open R64,L vs Azarenka,0.0%,-,13.9%,50.0%,8.3%,20.0%,0.0%,1.4%,14.3%,0.5%,0.0%,49,11
2022 Granby R32,L vs Maria,0.0%,-,20.0%,50.0%,19.8%,26.3%,11.8%,0.0%,0.0%,2.0%,25.0%,77,54
2021 Guadalajara R32,W vs Olmos,0.0%,-,4.4%,88.9%,13.3%,20.0%,12.5%,7.5%,16.7%,0.3%,100.0%,110,106
2021 Yarra Valley Classic R16,W vs Kvitova,0.0%,-,6.0%,69.2%,16.5%,37.5%,25.0%,11.4%,14.3%,1.4%,0.0%,-17,-2
2020 Linz QF,L vs Alexandrova,0.0%,-,3.3%,33.3%,8.2%,42.9%,0.0%,5.3%,0.0%,0.9%,0.0%,8,-17
2020 Linz R16,W vs Giorgi,0.0%,-,4.6%,70.0%,17.9%,39.4%,0.0%,8.7%,30.0%,0.6%,0.0%,27,33
2020 Roland Garros SF,L vs Swiatek,0.0%,-,11.6%,81.8%,12.7%,8.3%,0.0%,8.3%,14.3%,2.2%,0.0%,-64,-53
2020 Roland Garros QF,W vs Svitolina,0.0%,-,20.0%,60.9%,11.4%,25.6%,0.0%,7.9%,35.7%,4.8%,46.7%,21,2
2020 Roland Garros R16,W vs Krejcikova,0.0%,-,8.3%,86.7%,14.1%,24.5%,10.0%,6.7%,23.1%,1.7%,83.3%,42,31
2020 Roland Garros R32,W vs Schmiedlova,0.0%,-,16.5%,78.9%,10.8%,16.7%,11.1%,4.9%,20.0%,5.2%,31.3%,-32,-34
2020 Roland Garros R64,W vs Putintseva,0.0%,-,16.2%,62.1%,15.7%,18.0%,15.4%,6.7%,33.3%,1.2%,60.0%,-56,-56
2020 Palermo R32,L vs Ferro,0.0%,-,6.4%,50.0%,4.1%,0.0%,0.0%,4.4%,0.0%,2.1%,50.0%,29,-3
Career (22 matches),,0.1%,100.0%,9.3%,66.8%,13.5%,23.0%,13.5%,5.6%,19.3%,1.7%,36.7%,7,2
