Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2025 United Cup RR,W vs Gadecki,12,14,0.9,10.2%,11.9%,11,12,0.9,10.1%,11.0%,10.1%,0.0%,0.5,11.9%,24.6%
2024 Beijing R128,W vs Ren,14,24,0.6,12.4%,21.2%,12,22,0.5,11.3%,20.8%,11.3%,0.0%,0.2,7.1%,29.2%
2024 US Open R128,L vs Shnaider,6,15,0.4,7.6%,19.0%,4,14,0.3,5.3%,18.7%,1.3%,2.7%,1.3,22.8%,17.7%
2024 Toronto R64,L vs Pliskova,23,20,1.2,13.8%,12.0%,17,17,1.0,11.6%,11.6%,8.2%,3.4%,0.8,15.6%,18.6%
2024 Wimbledon R128,L vs Yastremska,11,32,0.3,8.3%,24.2%,11,32,0.3,8.9%,25.8%,7.3%,1.6%,0.8,19.7%,23.5%
2024 Rouen R32,L vs Andreeva,6,25,0.2,6.4%,26.6%,6,25,0.2,6.5%,27.2%,4.3%,2.2%,1.6,30.9%,19.1%
2024 Miami R64,L vs Gauff,12,27,0.4,10.5%,23.7%,12,26,0.5,11.8%,25.5%,6.9%,4.9%,1.0,21.1%,21.9%
2023 US Open R128,L vs Zheng,4,15,0.3,4.9%,18.5%,3,9,0.3,4.6%,13.8%,4.6%,0.0%,2.6,25.9%,9.9%
2023 Wimbledon R64,L vs Azarenka,23,25,0.9,20.2%,21.9%,22,21,1.0,22.0%,21.0%,13.0%,8.0%,2.2,22.8%,10.5%
2023 Wimbledon R128,W vs Martincova,33,42,0.8,16.8%,21.4%,32,37,0.9,17.5%,20.2%,14.2%,3.3%,0.7,8.7%,12.2%
2023 Bad Homburg R32,L vs Navarro,10,30,0.3,11.6%,34.9%,9,27,0.3,11.4%,34.2%,8.9%,2.5%,1.0,16.3%,16.3%
2023 Roland Garros R64,L vs Muchova,12,31,0.4,8.2%,21.2%,11,24,0.5,8.3%,18.0%,5.3%,3.0%,1.2,21.2%,17.1%
2023 Roland Garros R128,W vs Ponchet,16,9,1.8,18.8%,10.6%,14,7,2.0,18.7%,9.3%,18.7%,0.0%,0.6,16.5%,25.9%
2023 Australian Open R64,L vs Azarenka,10,33,0.3,13.9%,45.8%,10,32,0.3,14.1%,45.1%,8.5%,4.2%,0.9,9.7%,11.1%
2022 US Open R128,L vs Schmiedlova,11,24,0.5,10.2%,22.2%,11,21,0.5,10.8%,20.6%,6.9%,3.9%,0.8,12.0%,15.7%
2022 Granby R32,L vs Maria,18,31,0.6,15.0%,25.8%,18,28,0.6,16.5%,25.7%,15.6%,0.9%,2.0,20.0%,10.0%
2021 US Open R128,L vs Minnen,22,36,0.6,10.6%,17.4%,20,32,0.6,10.4%,16.7%,6.3%,2.6%,0.9,16.9%,17.9%
2021 Wimbledon R64,L vs Martincova,35,46,0.8,18.3%,24.1%,30,39,0.8,17.0%,22.2%,14.8%,2.3%,0.9,10.5%,12.0%
2021 Wimbledon R128,W vs Li,14,20,0.7,8.9%,12.7%,13,14,0.9,8.9%,9.6%,4.8%,3.4%,1.2,13.4%,11.5%
2021 Roland Garros R128,L vs Bencic,3,26,0.1,3.4%,29.9%,3,26,0.1,3.6%,31.3%,,,1.5,25.3%,17.2%
Career (34 matches),,577,915,0.6,13.2%,20.9%,543,837,0.6,13.3%,20.6%,6.7%,2.1%,0.9,15.4%,18.0%
