Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2024 United Cup RR,W vs Gadecki,79.4%,57.4%,7.4%,4/1,2.43,7.9%,84.4%,50.0%,8.9%,2.37,10.3%,88.9%,75.0%,5.6%,2.64,0.0%
2024 Beijing R128,W vs Ren,76.5%,53.8%,2.0%,1/0,2.43,5.8%,80.0%,53.6%,2.9%,2.29,10.0%,84.6%,54.5%,0.0%,2.64,0.0%
2024 Toronto R64,L vs Pliskova,68.5%,47.5%,14.6%,6/7,2.52,1.7%,73.7%,45.2%,14.0%,2.44,2.9%,70.4%,52.6%,18.5%,2.63,0.0%
2024 Rouen R32,L vs Andreeva,87.2%,31.7%,8.5%,1/3,2.54,0.0%,85.7%,33.3%,10.7%,2.57,0.0%,89.5%,29.4%,5.3%,2.46,0.0%
2024 Miami R64,L vs Gauff,68.9%,33.3%,0.0%,0/0,2.36,0.0%,74.4%,17.2%,0.0%,2.27,0.0%,86.7%,69.2%,0.0%,2.53,0.0%
2023 Bad Homburg R32,L vs Navarro,75.7%,21.4%,10.8%,4/0,2.48,2.7%,80.0%,20.0%,8.0%,2.65,4.2%,80.0%,25.0%,20.0%,2.16,0.0%
2023 Roland Garros R64,L vs Muchova,84.7%,44.0%,1.7%,1/0,2.77,6.6%,81.6%,48.4%,2.6%,2.79,9.8%,100.0%,36.8%,0.0%,2.74,0.0%
2023 Roland Garros R128,W vs Ponchet,79.1%,67.6%,0.0%,0/0,2.20,6.3%,72.7%,62.5%,0.0%,2.31,10.5%,100.0%,72.2%,0.0%,2.03,0.0%
2023 Australian Open R64,L vs Azarenka,79.4%,33.3%,0.0%,0/0,2.44,2.9%,74.1%,30.0%,0.0%,2.56,4.0%,100.0%,42.9%,0.0%,2.14,0.0%
2022 Granby R32,L vs Maria,64.4%,47.4%,5.1%,3/0,-,85.7%,46.7%,21.4%,0.0%,-,92.9%,92.3%,62.5%,11.5%,-,76.2%
2021 Guadalajara R32,W vs Olmos,72.3%,54.4%,4.3%,2/2,2.47,1.3%,75.0%,52.9%,5.9%,2.48,1.9%,70.8%,58.8%,0.0%,2.46,0.0%
2021 Yarra Valley Classic R16,W vs Kvitova,81.0%,51.8%,8.6%,4/5,2.56,0.0%,83.8%,53.2%,6.8%,2.57,0.0%,76.7%,47.8%,13.3%,2.52,0.0%
2020 Linz QF,L vs Alexandrova,60.8%,35.5%,2.0%,0/1,2.90,3.3%,58.1%,33.3%,3.2%,2.90,0.0%,81.3%,38.5%,0.0%,2.85,25.0%
2020 Linz R16,W vs Giorgi,71.7%,51.3%,6.6%,2/5,2.69,1.3%,70.2%,52.5%,3.5%,2.59,1.8%,87.8%,50.0%,12.2%,2.95,0.0%
2020 Roland Garros SF,L vs Swiatek,86.3%,36.4%,9.8%,2/3,2.39,2.6%,92.6%,32.0%,7.4%,2.29,3.7%,79.2%,42.1%,12.5%,2.63,0.0%
2020 Roland Garros QF,W vs Svitolina,91.1%,68.6%,0.0%,0/0,2.53,6.0%,94.4%,70.6%,0.0%,2.50,9.4%,89.5%,64.7%,0.0%,2.59,0.0%
2020 Roland Garros R16,W vs Krejcikova,87.2%,55.9%,3.8%,2/1,2.52,7.5%,86.2%,56.0%,1.7%,2.43,10.2%,100.0%,55.6%,11.1%,2.80,0.0%
2020 Roland Garros R32,W vs Schmiedlova,88.5%,64.8%,3.3%,0/2,2.41,2.3%,91.1%,63.4%,0.0%,2.47,3.0%,100.0%,69.2%,15.4%,2.25,0.0%
2020 Roland Garros R64,W vs Putintseva,85.6%,61.0%,6.7%,1/5,2.39,6.8%,82.9%,60.3%,2.9%,2.44,2.1%,100.0%,63.2%,21.1%,2.32,15.4%
2020 Palermo R32,L vs Ferro,77.8%,42.9%,4.4%,2/0,2.38,0.0%,79.3%,43.5%,3.4%,2.45,0.0%,85.7%,41.7%,7.1%,2.12,0.0%
Career (22 matches),,77.8%,50.1%,5.6%,48.7%,2.51,6.9%,78.8%,48.2%,4.5%,2.50,7.4%,86.5%,53.6%,8.6%,2.53,5.9%
