Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
1993 US Open F,L vs Graf,70.3%,42.2%,4.7%,0/3,1.59,67.9%,88.4%,44.7%,7.0%,1.54,72.0%,90.9%,30.0%,0.0%,2.00,33.3%
1993 US Open SF,W vs Sanchez Vicario,73.2%,51.2%,4.5%,5/0,2.09,20.8%,84.0%,52.4%,5.3%,1.78,45.2%,76.0%,47.4%,4.0%,2.33,1.9%
1990 Brighton F,L vs Graf,62.1%,36.1%,6.9%,2/2,1.85,66.1%,50.0%,41.2%,5.9%,1.82,86.5%,82.6%,31.6%,8.7%,1.90,31.8%
1989 Indian Wells SF,L vs Maleeva Fragniere,75.4%,40.8%,6.2%,2/2,2.21,2.0%,81.1%,50.0%,10.8%,2.18,3.2%,79.2%,26.3%,0.0%,2.27,0.0%
1989 Australian Open F,L vs Graf,64.5%,45.0%,12.9%,5/3,1.95,45.2%,63.6%,52.4%,12.1%,1.69,62.5%,73.1%,36.8%,15.4%,2.11,34.6%
1989 Australian Open QF,W vs Navratilova,63.4%,62.0%,10.7%,7/5,1.74,26.7%,64.0%,54.2%,4.0%,1.71,28.9%,67.6%,78.3%,26.5%,1.77,24.3%
1988 Berlin F,L vs Graf,75.9%,41.5%,16.7%,6/3,2.08,31.3%,66.7%,30.0%,26.7%,1.80,33.3%,91.3%,52.4%,4.3%,2.62,27.3%
1986 US Open F,L vs Navratilova,63.3%,41.9%,4.1%,0/2,1.81,52.4%,62.5%,35.0%,3.1%,1.47,31.6%,68.8%,54.5%,6.3%,2.09,69.6%
1986 US Open SF,W vs Evert,78.0%,53.8%,4.0%,2/0,2.35,25.6%,87.5%,53.6%,6.3%,1.95,52.4%,84.6%,54.5%,0.0%,2.76,0.0%
1984 Australian Open F,L vs Evert,75.7%,42.5%,13.9%,7/9,1.37,6.5%,86.3%,39.7%,6.8%,1.39,10.7%,70.6%,50.0%,32.4%,1.35,2.9%
1984 Australian Open SF,W vs Navratilova,69.3%,54.4%,10.5%,7/5,1.62,40.8%,71.1%,46.3%,9.2%,1.53,33.3%,75.8%,72.0%,15.2%,1.72,50.0%
Career (11 matches),,70.2%,47.8%,9.0%,55.8%,1.87,32.4%,74.4%,46.5%,8.0%,1.72,41.3%,76.7%,50.2%,13.0%,2.03,22.3%
