Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,16,Hard,56,40,16,71.4%,9,6,3,66.7%,1981,1998,F,0,,,,,,,,,,
Roland Garros,13,Clay,34,21,13,61.8%,4,0,4,0.0%,1982,1997,SF,0,,,,,,,,,,
Wimbledon,17,Grass,56,39,17,69.6%,15,6,9,40.0%,1982,1998,QF,0,,,,,,,,,,
US Open,16,Hard,61,45,16,73.8%,15,7,8,46.7%,1981,1997,F,0,,,,,,,,,,
Olympics,2,,3,1,2,33.3%,0,0,0,-,1988,1992,R32,0,,,,,,,,,,
Fed Cup,13,,57,46,11,80.7%,14,4,10,28.6%,1981,1996,,0,,,,,,,,,,
Eastbourne,14,Grass,49,36,13,73.5%,9,5,4,55.6%,1982,1997,W,0,,,,,,,,,,
Zurich,12,Hard,35,23,12,65.7%,8,5,3,62.5%,1984,1997,F,0,,,,,,,,,,
Sydney,11,Hard,29,18,11,62.1%,3,1,2,33.3%,1982,1996,F,0,,,,,,,,,,
Filderstadt,11,Hard,26,15,11,57.7%,12,7,5,58.3%,1982,1997,SF,0,,,,,,,,,,
Brisbane,9,Hard,33,26,7,78.8%,7,3,4,42.9%,1981,1990,W,0,,,,,,,,,,
Chicago,10,Carpet,27,17,10,63.0%,6,3,3,50.0%,1982,1997,SF,0,,,,,,,,,,
