Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
1993 US Open F,L vs Graf,2.9,2.5,3.3,45.6%,42.4%,16.7%,100.0%,51.9%,87.2%,-2.5,-11.9,1.5,50.0
1993 US Open SF,W vs Sanchez Vicario,4.4,4.4,4.5,50.0%,50.0%,58.1%,65.0%,36.3%,95.0%,2.0,2.2,0.0,0.0
1990 Brighton F,L vs Graf,3.8,3.6,4.1,41.0%,55.2%,42.1%,14.3%,48.9%,77.8%,-1.0,-1.2,0.0,0.0
1989 Indian Wells SF,L vs Maleeva Fragniere,4.4,4.0,4.8,42.6%,44.7%,35.3%,45.5%,47.4%,62.5%,1.0,1.0,-1.0,-2.4
1989 Australian Open F,L vs Graf,3.1,2.7,3.6,43.5%,45.5%,30.0%,100.0%,50.7%,80.3%,-2.5,-3.8,1.0,8.3
1989 Australian Open QF,W vs Navratilova,2.6,2.9,2.4,48.4%,52.7%,57.1%,0.0%,40.6%,55.7%,8.0,16.0,11.5,37.1
1988 Berlin F,L vs Graf,3.6,3.2,3.9,37.9%,48.3%,30.0%,33.3%,46.2%,96.9%,-5.0,-10.0,0.5,50.0
1986 US Open F,L vs Navratilova,2.9,3.2,2.5,40.3%,37.9%,40.0%,-,41.7%,26.5%,0.0,0.0,0.5,1.8
1986 US Open SF,W vs Evert,4.0,3.4,4.9,58.1%,47.2%,58.3%,40.0%,41.4%,64.2%,-0.5,-0.8,2.0,6.5
1984 Australian Open F,L vs Evert,3.4,2.7,4.1,44.1%,61.8%,25.0%,25.0%,39.4%,89.3%,-9.5,-11.4,0.0,0.0
1984 Australian Open SF,W vs Navratilova,2.8,3.0,2.6,50.3%,41.5%,75.0%,50.0%,31.4%,55.8%,3.0,6.0,0.0,0.0
Career (11 matches),,3.4,3.3,3.6,46.3%,48.7%,43.4%,47.8%,42.1%,75.1%,-0.6,-1.0,1.5,7.4
