Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
1993 US Open F,L vs Graf,59.3%,53.1%,38.3%,52.2%,0.0%,0.0%,0.0%,33.3%,100.0%,1.2%,0.0%,-94,-79
1993 US Open SF,W vs Sanchez Vicario,27.1%,75.0%,44.6%,67.3%,13.3%,23.5%,0.0%,25.0%,0.0%,1.2%,0.0%,34,-4
1990 Brighton F,L vs Graf,23.6%,64.7%,29.3%,56.4%,10.2%,4.5%,50.0%,7.7%,33.3%,1.1%,100.0%,46,35
1989 Indian Wells SF,L vs Maleeva Fragniere,35.0%,57.1%,36.2%,50.0%,15.1%,10.0%,33.3%,4.9%,0.0%,2.3%,40.0%,26,9
1989 Australian Open F,L vs Graf,27.7%,50.0%,35.9%,51.1%,19.5%,16.7%,0.0%,0.0%,0.0%,1.5%,100.0%,-18,62
1989 Australian Open QF,W vs Navratilova,81.6%,61.9%,44.1%,61.2%,27.8%,25.0%,0.0%,58.3%,66.7%,0.0%,-,151,134
1988 Berlin F,L vs Graf,65.2%,50.0%,43.0%,51.2%,10.8%,12.5%,0.0%,0.0%,0.0%,0.0%,-,-7,7
1986 US Open F,L vs Navratilova,46.4%,61.5%,29.2%,61.3%,11.1%,0.0%,0.0%,33.3%,40.0%,0.0%,-,119,94
1986 US Open SF,W vs Evert,33.8%,77.3%,41.7%,70.0%,6.0%,0.0%,50.0%,14.3%,20.0%,2.5%,0.0%,50,59
1984 Australian Open F,L vs Evert,72.0%,59.7%,51.9%,58.7%,2.0%,8.3%,0.0%,16.7%,0.0%,4.2%,0.0%,4,56
1984 Australian Open SF,W vs Navratilova,50.5%,66.0%,30.2%,62.5%,22.7%,42.9%,0.0%,21.7%,16.7%,1.1%,0.0%,124,99
Career (11 matches),,48.0%,61.6%,39.5%,59.5%,12.0%,11.7%,31.3%,17.8%,24.2%,1.6%,20.7%,42,44
