Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2006 New Haven QF,W vs Mauresmo,42% (8/19),83% (5/6),2/5,1/1,0% (0/3),0/0,0/0,- (0/0),- (0/0)
2005 Zurich F,W vs Schnyder,53% (8/15),44% (4/9),2/2,1/1,63% (5/8),3/3,0/0,67% (4/6),50% (3/6)
2005 US Open QF,L vs Dementieva,58% (7/12),33% (6/18),1/2,0/1,30% (3/10),0/2,0/1,43% (3/7),43% (3/7)
2005 Wimbledon F,L vs Williams,58% (15/26),33% (4/12),1/2,0/1,50% (4/8),2/4,1/2,17% (1/6),60% (3/5)
2005 Indian Wells F,L vs Clijsters,39% (9/23),27% (3/11),1/1,0/0,71% (12/17),1/3,0/1,- (0/0),- (0/0)
2005 Tokyo F,L vs Sharapova,60% (12/20),25% (1/4),1/3,0/0,50% (2/4),5/7,3/4,50% (3/6),33% (2/6)
2005 Australian Open F,L vs Williams,54% (7/13),25% (2/8),1/1,0/0,50% (4/8),0/2,0/1,- (0/0),- (0/0)
2005 Australian Open SF,W vs Dechy,60% (9/15),63% (5/8),2/7,1/1,60% (9/15),0/1,0/0,67% (4/6),50% (3/6)
2004 Filderstadt SF,W vs Myskina,70% (7/10),71% (5/7),2/2,1/1,60% (3/5),0/0,0/0,- (0/0),- (0/0)
2004 San Diego F,W vs Myskina,78% (7/9),83% (5/6),2/3,1/1,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2004 Wimbledon SF,L vs Sharapova,50% (10/20),27% (3/11),1/1,0/0,60% (6/10),2/4,0/1,50% (3/6),33% (2/6)
2004 Amelia Island F,W vs Mauresmo,64% (7/11),71% (5/7),2/4,1/3,50% (3/6),0/0,0/0,- (0/0),- (0/0)
2004 Indian Wells F,L vs Henin,36% (4/11),25% (1/4),0/0,0/0,50% (5/10),4/6,4/5,- (0/0),- (0/0)
2003 San Diego SF,L vs Clijsters,71% (5/7),50% (1/2),0/0,0/0,73% (11/15),7/9,4/5,- (0/0),- (0/0)
2003 Tokyo F,W vs Seles,57% (12/21),50% (6/12),2/9,1/2,78% (7/9),0/1,0/0,43% (3/7),43% (3/7)
2003 Australian Open R16,L vs Henin,44% (11/25),40% (8/20),1/2,0/0,61% (14/23),6/8,3/4,- (0/0),- (0/0)
2002 US Open SF,L vs Williams,78% (7/9),17% (1/6),0/3,0/0,57% (4/7),1/3,1/2,- (0/0),- (0/0)
2001 Zurich F,W vs Dokic,54% (7/13),45% (5/11),2/2,1/1,88% (7/8),0/0,0/0,- (0/0),- (0/0)
2001 Australian Open SF,L vs Capriati,60% (6/10),13% (1/8),0/0,0/0,63% (5/8),1/3,1/2,- (0/0),- (0/0)
2000 Zurich F,L vs Hingis,55% (11/20),57% (4/7),1/1,0/0,44% (4/9),0/2,0/1,- (0/0),- (0/0)
2006 (1 matches),,42.1%,83.3%,40.0%,100.0%,0.0%,-,-,-,-
2005 (7 matches),,54.0%,35.7%,50.0%,50.0%,55.7%,50.0%,44.4%,48.4%,46.7%
2004 (5 matches),,57.4%,54.3%,70.0%,60.0%,57.6%,60.0%,66.7%,50.0%,33.3%
2003 (3 matches),,52.8%,44.1%,27.3%,50.0%,68.1%,72.2%,77.8%,42.9%,42.9%
2002 (1 matches),,77.8%,16.7%,0.0%,-,57.1%,33.3%,50.0%,-,-
Career (47 matches),,59.9%,44.4%,54.2%,54.8%,57.4%,50.9%,52.0%,58.6%,39.8%
