Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2006 New Haven QF,W vs Mauresmo,75.8%,61.7%,1.6%,0/1,2.51,63.8%,81.0%,52.9%,0.0%,2.22,70.8%,72.2%,84.6%,5.6%,2.82,56.5%
2005 Zurich F,W vs Schnyder,72.2%,63.5%,1.4%,1/0,1.93,11.9%,70.5%,64.5%,0.0%,1.70,16.3%,75.0%,61.9%,3.6%,2.34,4.2%
2005 US Open QF,L vs Dementieva,71.1%,53.8%,5.5%,3/4,2.30,10.6%,77.5%,46.8%,3.8%,1.99,17.5%,80.6%,69.0%,11.1%,2.77,0.0%
2005 Wimbledon F,L vs Williams,73.8%,41.7%,4.6%,4/2,2.00,2.5%,78.1%,42.7%,4.2%,2.03,3.5%,87.5%,38.1%,8.3%,1.93,0.0%
2005 Wimbledon SF,W vs Mauresmo,62.8%,56.6%,1.7%,0/2,2.40,74.2%,63.2%,45.8%,0.0%,2.38,100.0%,71.8%,75.0%,5.1%,2.42,38.5%
2005 Indian Wells F,L vs Clijsters,73.4%,50.7%,8.5%,3/5,2.71,9.0%,73.9%,47.1%,7.2%,2.70,17.8%,78.3%,61.1%,13.0%,2.71,0.0%
2005 Tokyo F,L vs Sharapova,61.8%,43.6%,7.9%,4/3,2.65,4.7%,61.0%,47.2%,1.7%,2.52,4.0%,73.1%,36.8%,23.1%,2.83,5.6%
2005 Australian Open F,L vs Williams,61.9%,48.1%,9.5%,1/7,2.33,0.0%,58.0%,41.4%,10.0%,2.24,0.0%,79.3%,56.5%,10.3%,2.48,0.0%
2005 Australian Open SF,W vs Dechy,81.2%,50.0%,1.0%,1/0,2.18,10.1%,84.5%,45.0%,0.0%,1.98,14.9%,88.0%,63.6%,4.0%,2.60,0.0%
2004 Filderstadt SF,W vs Myskina,70.0%,62.9%,4.0%,2/0,2.17,0.0%,81.0%,47.1%,4.8%,2.13,0.0%,72.0%,77.8%,4.0%,2.22,0.0%
2004 San Diego F,W vs Myskina,76.9%,73.3%,2.6%,0/1,2.52,18.2%,86.4%,78.9%,0.0%,2.42,31.6%,73.3%,63.6%,6.7%,2.66,0.0%
2004 Wimbledon SF,L vs Sharapova,64.2%,47.5%,11.6%,7/4,2.68,9.0%,66.7%,39.5%,12.3%,2.51,13.6%,76.7%,60.9%,13.3%,3.02,0.0%
2004 Amelia Island F,W vs Mauresmo,75.9%,54.5%,6.9%,0/4,2.59,36.7%,87.2%,50.0%,0.0%,2.66,63.0%,71.4%,70.0%,28.6%,2.51,4.5%
2004 Indian Wells F,L vs Henin,65.4%,38.2%,9.6%,4/1,2.68,45.5%,62.5%,33.3%,12.5%,2.52,57.1%,90.5%,42.1%,9.5%,3.18,7.7%
2003 US Open SF,L vs Clijsters,64.6%,48.4%,8.3%,1/3,2.15,16.3%,77.4%,45.8%,3.2%,2.13,35.0%,70.0%,57.1%,30.0%,2.17,0.0%
2003 San Diego SF,L vs Clijsters,65.3%,28.1%,8.2%,2/2,2.41,15.2%,69.4%,28.0%,2.8%,2.54,24.1%,77.8%,28.6%,33.3%,2.22,0.0%
2003 Indian Wells F,L vs Clijsters,66.3%,50.9%,3.8%,2/1,2.59,10.4%,72.2%,48.7%,1.9%,2.32,15.4%,82.4%,57.1%,11.8%,2.91,4.5%
2003 Tokyo F,W vs Seles,71.3%,63.9%,9.9%,3/7,2.69,22.8%,69.8%,56.8%,7.9%,2.62,26.3%,82.4%,75.0%,14.7%,2.84,15.8%
2003 Australian Open R16,L vs Henin,76.3%,53.4%,11.1%,7/8,2.47,30.0%,80.6%,46.6%,4.2%,2.46,56.9%,81.8%,62.2%,21.8%,2.48,4.8%
2002 Zurich F,L vs Schnyder,56.1%,46.9%,1.8%,0/2,2.29,12.8%,75.8%,44.7%,3.2%,2.11,17.4%,85.0%,52.9%,0.0%,2.56,6.3%
Career (58 matches),,70.3%,53.7%,5.0%,49.6%,2.40,19.4%,73.6%,49.0%,3.8%,2.34,26.0%,78.4%,62.8%,8.6%,2.50,8.9%
