Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2006 New Haven QF,W vs Mauresmo,28,29,1.0,21.4%,22.1%,20,28,0.7,17.1%,23.9%,8.5%,3.4%,0.8,13.7%,17.6%
2005 Zurich F,W vs Schnyder,25,38,0.7,16.0%,24.4%,22,36,0.6,15.0%,24.5%,6.8%,8.2%,0.7,12.2%,16.7%
2005 US Open QF,L vs Dementieva,23,51,0.5,10.3%,22.8%,21,45,0.5,10.3%,22.2%,4.9%,3.9%,0.7,15.2%,20.5%
2005 Wimbledon F,L vs Williams,30,44,0.7,12.1%,17.7%,25,39,0.6,11.2%,17.4%,8.5%,2.7%,1.1,19.4%,17.3%
2005 Wimbledon SF,W vs Mauresmo,42,38,1.1,20.0%,18.1%,38,31,1.2,20.5%,16.8%,10.3%,9.2%,1.2,18.6%,15.7%
2005 Indian Wells F,L vs Clijsters,32,40,0.8,15.1%,18.9%,28,37,0.8,14.1%,18.7%,9.1%,4.0%,1.1,17.0%,15.6%
2005 Tokyo F,L vs Sharapova,31,23,1.3,17.6%,13.1%,19,19,1.0,12.9%,12.9%,8.8%,3.4%,2.2,22.2%,10.2%
2005 Australian Open F,L vs Williams,23,22,1.0,15.1%,14.5%,16,14,1.1,13.3%,11.7%,4.2%,9.2%,2.1,20.4%,9.9%
2005 Australian Open SF,W vs Dechy,45,42,1.1,21.6%,20.2%,35,32,1.1,19.3%,17.7%,7.2%,11.0%,1.3,16.8%,13.0%
2004 Filderstadt SF,W vs Myskina,24,26,0.9,22.6%,24.5%,21,23,0.9,22.1%,24.2%,10.5%,11.6%,0.5,8.5%,16.0%
2004 San Diego F,W vs Myskina,21,15,1.4,25.0%,17.9%,16,14,1.1,21.1%,18.4%,10.5%,7.9%,0.3,8.3%,25.0%
2004 Wimbledon SF,L vs Sharapova,25,22,1.1,12.3%,10.8%,17,16,1.1,9.7%,9.1%,5.7%,2.9%,1.4,21.7%,15.8%
2004 Amelia Island F,W vs Mauresmo,26,21,1.2,21.0%,16.9%,23,20,1.2,20.0%,17.4%,9.6%,10.4%,0.9,15.3%,17.7%
2004 Indian Wells F,L vs Henin,16,24,0.7,12.8%,19.2%,14,20,0.7,12.8%,18.3%,8.3%,3.7%,1.2,21.6%,18.4%
2003 US Open SF,L vs Clijsters,15,33,0.5,14.3%,31.4%,13,31,0.4,13.4%,32.0%,8.2%,5.2%,1.2,16.2%,13.3%
2003 San Diego SF,L vs Clijsters,15,28,0.5,13.6%,25.5%,12,22,0.5,13.0%,23.9%,8.7%,4.3%,1.8,25.5%,14.5%
2003 Indian Wells F,L vs Clijsters,18,37,0.5,12.3%,25.3%,17,28,0.6,13.3%,21.9%,7.0%,5.5%,1.0,16.4%,17.1%
2003 Tokyo F,W vs Seles,61,28,2.2,29.9%,13.7%,45,22,2.0,26.0%,12.7%,13.3%,11.0%,1.5,16.7%,11.3%
2003 Australian Open R16,L vs Henin,39,63,0.6,13.5%,21.8%,35,57,0.6,13.3%,21.7%,9.1%,3.0%,1.0,18.0%,18.0%
2002 Zurich F,L vs Schnyder,25,34,0.7,33.3%,45.3%,21,31,0.7,31.3%,46.3%,17.9%,13.4%,1.1,24.0%,22.7%
Career (58 matches),,1569,1766,0.9,17.5%,19.7%,1294,1547,0.8,16.1%,19.3%,8.6%,7.0%,1.0,16.5%,16.3%
