Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,595,476,119,80.0%,968-296,76.6%,6916-4348,61.4%,64-39,62.1%,82,-,-,8.4%,6.2%,58.8%,71.2%,49.5%,62.2%,47.9%,54.8%,1.27
Clay,149,114,35,76.5%,235-88,72.8%,1714-1159,59.7%,14-7,66.7%,15,-,-,4.1%,8.8%,54.5%,69.6%,37.3%,54.9%,50.9%,52.8%,1.13
Grass,71,55,16,77.5%,113-38,74.8%,814-523,60.9%,7-10,41.2%,19,-,-,7.6%,4.2%,64.8%,73.9%,48.8%,65.1%,46.5%,55.5%,1.33
Carpet,114,88,26,77.2%,180-63,74.1%,1315-864,60.3%,16-16,50.0%,0,,,,,,,,,,,
Grand Slams,250,198,52,79.2%,407-141,74.3%,2951-1910,60.7%,23-18,56.1%,74,-,-,6.9%,6.1%,59.9%,71.2%,46.4%,61.3%,47.9%,54.4%,1.24
Premiers,276,225,51,81.5%,464-129,78.2%,3295-2085,61.2%,36-18,66.7%,24,-,-,7.0%,5.9%,57.4%,67.6%,46.9%,58.8%,48.8%,53.5%,1.19
Internationals,35,33,2,94.3%,67-9,88.2%,440-205,68.2%,1-3,25.0%,14,-,-,12.8%,7.0%,57.4%,77.9%,55.5%,68.3%,51.2%,59.2%,1.62
Finals,93,55,38,59.1%,122-83,59.5%,1048-908,53.6%,13-13,50.0%,5,-,-,8.1%,6.2%,63.2%,72.0%,49.6%,63.8%,41.6%,52.0%,1.15
Semi-finals,131,91,40,69.5%,188-91,67.4%,1469-1078,57.7%,19-17,52.8%,11,-,-,8.4%,6.7%,60.6%,67.5%,42.9%,57.8%,42.3%,50.1%,1.00
Quarter-finals,179,132,47,73.7%,273-109,71.5%,2009-1405,58.8%,28-12,70.0%,18,-,-,7.3%,5.3%,60.1%,69.5%,41.9%,58.5%,45.8%,52.0%,1.10
vs Righties,801,618,183,77.2%,1264-445,74.0%,9203-6075,60.2%,92-59,60.9%,108,-,-,7.7%,6.2%,59.1%,71.4%,47.2%,61.5%,47.6%,54.3%,1.23
vs Lefties,62,56,6,90.3%,116-21,84.7%,792-441,64.2%,5-6,45.5%,8,-,-,7.8%,6.2%,61.3%,72.5%,53.4%,65.1%,56.5%,60.6%,1.62
vs Top 10,231,131,100,56.7%,282-219,56.3%,2457-2208,52.7%,35-28,55.6%,24,-,-,6.8%,5.9%,61.3%,66.0%,40.7%,56.2%,41.4%,48.7%,0.95
