Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2008,31,24,7,77.4%,47-14,77.0%,333-211,61.2%,1-1,50.0%,25,-,-,10.6%,7.1%,58.4%,72.8%,50.5%,63.6%,48.4%,55.4%,1.33,W (2x)
2007,14,13,1,92.9%,26-5,83.9%,177-95,65.1%,1-1,50.0%,9,-,-,8.1%,5.9%,57.2%,70.0%,50.4%,61.6%,51.4%,56.4%,1.34,W (2x)
2006,29,21,8,72.4%,46-19,70.8%,348-247,58.5%,7-2,77.8%,19,-,-,5.6%,5.1%,57.7%,66.8%,50.4%,59.9%,46.3%,52.9%,1.15,F (New Haven)
2005,71,60,11,84.5%,127-33,79.4%,897-571,61.1%,9-7,56.3%,28,-,-,7.6%,6.8%,59.4%,72.6%,42.9%,60.6%,46.8%,53.4%,1.19,W (6x)
2004,73,63,10,86.3%,126-25,83.4%,850-459,64.9%,5-3,62.5%,20,-,-,8.1%,5.7%,61.5%,74.7%,45.8%,63.5%,49.4%,56.3%,1.36,W (7x)
2003,62,47,15,75.8%,100-37,73.0%,745-496,60.0%,5-5,50.0%,15,-,-,5.7%,5.8%,60.6%,69.6%,49.4%,61.7%,49.7%,55.7%,1.30,W (Tokyo)
2002,35,26,9,74.3%,58-23,71.6%,439-320,57.8%,8-5,61.5%,0,,,,,,,,,,,,F (4x)
2001,72,62,10,86.1%,125-30,80.6%,869-532,62.0%,9-4,69.2%,0,,,,,,,,,,,,W (7x)
2000,74,60,14,81.1%,123-35,77.8%,884-535,62.3%,9-8,52.9%,0,,,,,,,,,,,,W (4x)
1999,73,61,12,83.6%,121-27,81.8%,829-453,64.7%,7-2,77.8%,0,,,,,,,,,,,,W (7x)
1998,84,69,15,82.1%,138-44,75.8%,990-624,61.3%,8-5,61.5%,0,,,,,,,,,,,,W (6x)
1997,75,59,16,78.7%,120-35,77.4%,850-517,62.2%,8-8,50.0%,0,,,,,,,,,,,,W (6x)
1996,66,51,15,77.3%,101-28,78.3%,702-441,61.4%,11-8,57.9%,0,,,,,,,,,,,,W (3x)
1995,47,33,14,70.2%,70-33,68.0%,527-389,57.5%,2-4,33.3%,0,,,,,,,,,,,,W (Strasbourg)
1994,64,48,16,75.0%,95-42,69.3%,707-467,60.2%,6-5,54.5%,0,,,,,,,,,,,,W (2x)
1993,49,33,16,67.3%,66-39,62.9%,526-417,55.8%,5-4,55.6%,0,,,,,,,,,,,,W (Lucerne)
1992,7,2,5,28.6%,5-11,31.3%,60-82,42.3%,0-0,-,0,,,,,,,,,,,,R32 (2x)
1991,3,1,2,33.3%,2-5,28.6%,26-38,40.6%,0-0,-,0,,,,,,,,,,,,R16 (Schenectady)
Career,929,733,196,78.9%,1496-485,75.5%,10759-6894,60.9%,101-72,58.4%,116,-,-,7.7%,6.2%,59.2%,71.4%,47.5%,61.7%,48.1%,54.6%,1.25,
