Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,33,13,20,39.4%,30-44,40.5%,335-377,47.1%,1-4,20.0%,29,64.3%,34.9%,3.0%,4.5%,64.1%,62.3%,42.7%,55.2%,42.5%,49.1%,0.95
Clay,5,3,2,60.0%,7-5,58.3%,52-58,47.3%,1-0,100.0%,5,64.1%,35.9%,4.3%,2.3%,70.0%,60.9%,41.3%,55.0%,42.7%,48.8%,0.95
Grass,2,1,1,50.0%,3-2,60.0%,27-23,54.0%,0-1,0.0%,2,-,-,6.3%,4.4%,65.4%,55.8%,52.7%,54.7%,45.8%,50.0%,1.01
Grand Slams,5,2,3,40.0%,5-6,45.5%,47-55,46.1%,0-1,0.0%,5,-,-,4.1%,5.0%,64.0%,55.8%,46.7%,52.5%,43.3%,47.9%,0.91
Premiers,9,3,6,33.3%,8-13,38.1%,89-103,46.4%,0-2,0.0%,9,59.5%,38.1%,2.3%,4.5%,62.8%,60.0%,41.0%,52.9%,43.9%,48.6%,0.93
Internationals,12,4,8,33.3%,8-17,32.0%,115-139,45.3%,1-2,33.3%,11,70.2%,27.2%,3.8%,3.4%,66.5%,63.9%,44.7%,57.4%,39.8%,48.7%,0.94
Quarter-finals,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,1,44.4%,12.5%,6.2%,3.1%,67.7%,56.8%,38.1%,50.8%,36.2%,43.9%,0.74
vs Righties,37,15,22,40.5%,36-47,43.4%,371-414,47.3%,1-5,16.7%,33,63.1%,36.6%,3.6%,4.5%,64.5%,60.9%,43.3%,54.7%,43.0%,49.0%,0.95
vs Lefties,3,2,1,66.7%,4-4,50.0%,43-44,49.4%,1-0,100.0%,3,72.1%,25.6%,1.8%,1.8%,68.2%,67.9%,41.1%,59.4%,41.3%,50.2%,1.02
vs Top 10,1,0,1,0.0%,0-2,0.0%,2-12,14.3%,0-0,-,1,14.3%,14.3%,0.0%,9.4%,56.3%,50.0%,28.6%,40.6%,36.0%,38.6%,0.61
