Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2019 Fed Cup RR,W vs Rus,77.0%,52.9%,0.9%,0/1,2.25,0.0%,80.0%,44.6%,1.4%,2.31,0.0%,88.6%,67.7%,0.0%,2.12,0.0%
2016 Montreal R32,L vs Svitolina,74.0%,54.4%,7.8%,6/0,2.50,4.9%,72.1%,51.6%,2.3%,2.31,9.1%,89.7%,57.7%,17.2%,2.71,0.0%
Career (2 matches),,75.8%,53.5%,3.7%,85.7%,2.37,2.4%,77.0%,47.1%,1.8%,2.31,4.1%,89.1%,63.2%,7.8%,2.45,0.0%
