Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,12,7,5,58.3%,14-11,56.0%,113-113,50.0%,0-0,-,12,54.4%,45.5%,1.0%,2.6%,69.1%,55.4%,42.8%,51.5%,48.2%,49.8%,0.99,F (W15 Gonesse)
2025,6,2,4,33.3%,4-7,36.4%,49-50,49.5%,0-2,0.0%,6,51.0%,47.1%,0.3%,2.5%,69.3%,55.6%,38.7%,50.4%,48.5%,49.4%,0.98,R16 (2x)
2023,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,0,,,,,,,,,,,,R32 (W25 Boca Raton FL)
2022,8,4,4,50.0%,9-9,50.0%,76-81,48.4%,2-0,100.0%,0,,,,,,,,,,,,SF (W25 Daytona Beach FL)
2021,4,2,2,50.0%,5-2,71.4%,39-25,60.9%,1-1,50.0%,0,,,,,,,,,,,,R16 (2x)
2020,12,8,4,66.7%,17-10,63.0%,138-115,54.5%,1-1,50.0%,0,,,,,,,,,,,,SF (W100 Nicholasville KY)
2019,21,13,8,61.9%,30-20,60.0%,258-231,52.8%,4-4,50.0%,0,,,,,,,,,,,,F (W25 Daytona Beach FL)
2018,19,10,9,52.6%,23-21,52.3%,195-195,50.0%,2-2,50.0%,3,71.0%,38.7%,2.0%,6.3%,58.0%,63.0%,48.8%,57.1%,44.7%,50.9%,1.04,QF (3x)
2017,6,2,4,33.3%,5-8,38.5%,47-65,42.0%,0-0,-,0,,,,,,,,,,,,QF (Charleston SC $60K)
2016,40,25,15,62.5%,57-39,59.4%,481-413,53.8%,5-4,55.6%,0,,,,,,,,,,,,W (2x)
2015,22,11,11,50.0%,26-26,50.0%,244-239,50.5%,3-2,60.0%,0,,,,,,,,,,,,SF (Surprise AZ $25K)
2014,29,19,10,65.5%,39-26,60.0%,314-286,52.3%,4-1,80.0%,0,,,,,,,,,,,,W (Port St Lucie FL 25K)
2013,19,11,8,57.9%,24-17,58.5%,193-179,51.9%,2-1,66.7%,0,,,,,,,,,,,,QF (5x)
2012,5,2,3,40.0%,4-7,36.4%,47-53,47.0%,0-1,0.0%,0,,,,,,,,,,,,R16 (2x)
Career,204,116,88,56.9%,257-205,55.6%,2198-2057,51.7%,24-19,55.8%,21,56.1%,44.8%,1.0%,3.2%,67.4%,56.5%,43.0%,52.1%,47.7%,49.9%,1.00,
