Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,14,Hard,30,16,14,53.3%,9,5,4,55.6%,2008,2024,R16,25,1.00,4.1%,5.4%,64.8%,64.8%,45.2%,57.9%,42.0%,56.0%,40.4%
Roland Garros,15,Clay,27,12,15,44.4%,3,2,1,66.7%,2008,2025,R32,22,0.94,2.3%,5.0%,62.2%,61.5%,45.0%,55.3%,42.0%,51.5%,44.4%
Wimbledon,15,Grass,37,22,15,59.5%,6,3,3,50.0%,2008,2025,R16,37,1.02,4.5%,3.6%,66.4%,66.2%,47.2%,59.8%,40.9%,57.9%,46.7%
US Open,15,Hard,33,17,16,51.5%,5,2,3,40.0%,2008,2023,SF,31,1.00,2.6%,4.9%,63.4%,63.8%,47.0%,57.6%,42.3%,50.2%,42.7%
Olympics,2,,3,1,2,33.3%,1,0,1,0.0%,2012,2016,R32,3,0.98,2.0%,2.4%,69.2%,57.8%,55.8%,57.2%,42.0%,50.0%,35.5%
Fed Cup,11,,31,22,9,71.0%,7,5,2,71.4%,2007,2019,,5,0.96,2.5%,5.0%,66.9%,63.1%,42.4%,56.3%,42.1%,65.6%,36.8%
s Hertogenbosch,3,Grass,6,3,3,50.0%,0,0,0,-,2014,2025,R32,6,1.03,1.7%,4.8%,67.6%,61.8%,45.6%,56.5%,44.9%,52.5%,46.9%
Rome,6,Clay,11,5,6,45.5%,4,1,3,25.0%,2010,2025,R16,9,0.99,2.4%,4.0%,67.0%,64.0%,44.1%,57.4%,41.9%,54.7%,35.3%
Madrid,6,Clay,7,1,6,14.3%,0,0,0,-,2011,2025,R32,6,0.71,2.6%,5.9%,62.5%,61.2%,47.6%,56.1%,31.3%,47.7%,30.4%
Stuttgart,3,Clay,4,1,3,25.0%,0,0,0,-,2010,2025,R16,4,0.79,2.2%,4.3%,60.8%,57.4%,44.0%,52.2%,37.8%,52.9%,42.9%
Indian Wells,13,Hard,29,16,13,55.2%,6,0,6,0.0%,2009,2025,SF,27,1.01,3.5%,5.3%,64.6%,63.4%,48.5%,58.2%,42.3%,59.9%,47.2%
Miami,12,Hard,24,12,12,50.0%,6,2,4,33.3%,2009,2024,QF,24,0.99,4.9%,4.7%,62.2%,62.3%,44.4%,55.6%,43.9%,59.5%,48.7%
