Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2023 Warsaw SF,L vs Swiatek,82.6%,42.1%,5.8%,1/3,2.49,7.4%,81.0%,35.3%,2.4%,2.30,12.1%,100.0%,52.2%,13.0%,2.80,0.0%
2022 Seoul R32,W vs Fruhvirtova,53.3%,62.5%,17.8%,3/5,2.68,5.1%,47.4%,77.8%,10.5%,2.56,8.1%,93.8%,53.3%,37.5%,2.88,0.0%
2016 Beijing R32,L vs Halep,52.2%,45.8%,15.2%,4/3,2.34,0.0%,40.0%,50.0%,15.0%,2.13,0.0%,69.6%,43.8%,17.4%,2.64,0.0%
2016 Istanbul R32,L vs Mitu,68.1%,40.4%,0.0%,0/0,2.79,1.9%,72.7%,40.6%,0.0%,2.90,2.7%,71.4%,40.0%,0.0%,2.53,0.0%
2016 St Petersburg R16,L vs Vinci,66.7%,36.8%,5.3%,3/0,2.50,38.0%,70.4%,36.8%,7.4%,2.35,39.4%,67.9%,36.8%,3.6%,2.80,35.3%
2016 St Petersburg R32,W vs Ostapenko,69.8%,63.6%,4.8%,3/0,2.58,5.0%,67.7%,57.1%,6.5%,2.62,6.5%,85.2%,69.6%,3.7%,2.46,0.0%
2016 Brisbane R32,L vs Cibulkova,71.4%,50.8%,5.5%,2/3,2.68,8.0%,75.9%,56.1%,1.9%,2.84,10.0%,82.8%,41.7%,13.8%,2.44,5.0%
2015 Guangzhou QF,W vs Niculescu,81.5%,72.7%,0.0%,0/0,2.53,43.2%,77.5%,71.0%,0.0%,2.32,62.5%,92.9%,76.9%,0.0%,2.92,7.7%
2015 Tokyo F,W vs Linette,78.9%,56.3%,12.2%,4/7,2.68,7.2%,81.3%,56.4%,2.1%,2.62,12.8%,88.9%,56.3%,27.8%,2.77,0.0%
2015 Australian Open R16,L vs Halep,64.0%,40.6%,6.0%,1/2,2.43,3.4%,58.6%,35.3%,3.4%,2.33,2.9%,88.2%,46.7%,11.8%,2.57,4.0%
2014 Australian Open R64,L vs Riske Amritraj,64.0%,46.9%,8.0%,1/3,2.42,9.4%,66.7%,46.2%,5.1%,2.28,14.3%,66.7%,50.0%,22.2%,2.68,0.0%
2014 Hobart R16,L vs Muguruza,46.2%,33.3%,23.1%,0/3,2.48,0.0%,62.5%,20.0%,12.5%,2.48,0.0%,25.0%,100.0%,50.0%,2.49,0.0%
2013 Auckland F,L vs Radwanska,73.8%,47.9%,1.5%,0/1,2.38,9.8%,70.7%,48.3%,0.0%,2.26,17.1%,82.6%,47.4%,4.3%,2.54,0.0%
2012 Hobart F,L vs Barthel,77.3%,41.2%,2.3%,0/1,2.15,2.3%,75.0%,37.0%,0.0%,2.12,2.9%,100.0%,57.1%,14.3%,2.27,0.0%
2012 Hobart SF,W vs Peer,82.8%,56.9%,3.4%,2/1,2.23,6.1%,85.5%,48.9%,5.5%,2.33,8.3%,92.6%,72.0%,0.0%,1.95,0.0%
2012 Hobart QF,W vs Halep,79.2%,65.8%,2.1%,1/0,2.25,10.0%,76.5%,69.2%,0.0%,2.01,16.7%,92.3%,58.3%,7.7%,2.58,0.0%
2009 US Open SF,L vs Wozniacki,82.4%,50.0%,0.0%,0/0,2.45,1.6%,81.8%,55.6%,0.0%,2.34,2.7%,93.8%,40.0%,0.0%,2.60,0.0%
Career (17 matches),,72.4%,51.5%,5.7%,43.9%,2.49,9.2%,73.0%,50.5%,3.2%,2.42,12.7%,84.1%,53.2%,11.4%,2.61,3.1%
