Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,303,155,148,51.2%,358-335,51.7%,3278-3262,50.1%,41-44,48.2%,262,66.9%,31.2%,3.6%,5.8%,63.9%,63.7%,44.7%,56.9%,42.6%,49.8%,0.99
Clay,88,46,42,52.3%,102-102,50.0%,960-966,49.8%,9-9,50.0%,70,58.8%,31.0%,2.5%,5.6%,64.6%,62.1%,45.8%,56.3%,42.7%,49.5%,0.98
Grass,74,40,34,54.1%,92-78,54.1%,817-800,50.5%,6-9,40.0%,74,66.4%,30.7%,4.6%,4.4%,64.8%,65.1%,48.3%,59.2%,41.4%,50.3%,1.01
Carpet,10,6,4,60.0%,14-10,58.3%,132-113,53.9%,3-2,60.0%,9,-,-,5.0%,6.7%,58.4%,66.8%,45.6%,58.0%,43.1%,50.7%,1.03
Grand Slams,94,44,50,46.8%,102-116,46.8%,986-1061,48.2%,8-10,44.4%,88,61.8%,25.9%,3.5%,5.0%,64.5%,63.6%,44.7%,56.9%,41.3%,49.2%,0.96
Premiers,116,53,63,45.7%,133-141,48.5%,1278-1312,49.3%,13-19,40.6%,110,67.1%,30.2%,3.6%,5.3%,64.6%,63.5%,45.9%,57.3%,41.8%,49.6%,0.98
Internationals,183,105,78,57.4%,232-179,56.4%,2016-1905,51.4%,30-22,57.7%,167,65.7%,33.7%,3.7%,6.2%,63.3%,64.6%,45.5%,57.6%,43.5%,50.5%,1.02
Finals,11,5,6,45.5%,11-13,45.8%,119-117,50.4%,0-3,0.0%,10,77.8%,55.6%,2.2%,5.6%,61.8%,61.6%,47.7%,56.3%,42.3%,49.3%,0.97
Semi-finals,23,11,12,47.8%,24-27,47.1%,231-270,46.1%,8-1,88.9%,21,54.5%,23.6%,3.0%,5.9%,65.0%,62.2%,44.2%,55.9%,40.6%,48.4%,0.92
Quarter-finals,39,23,16,59.0%,52-36,59.1%,436-385,53.1%,4-3,57.1%,35,65.9%,38.2%,4.1%,5.2%,64.1%,64.0%,45.6%,57.4%,45.0%,51.2%,1.06
vs Righties,429,224,205,52.2%,514-468,52.3%,4666-4610,50.3%,53-55,49.1%,373,64.9%,30.3%,3.6%,5.4%,64.2%,63.8%,45.6%,57.3%,42.4%,49.8%,0.99
vs Lefties,42,19,23,45.2%,44-55,44.4%,460-499,48.0%,5-7,41.7%,38,67.0%,36.3%,3.5%,6.8%,61.4%,62.5%,45.1%,55.8%,42.4%,49.2%,0.96
vs Top 10,39,5,34,12.8%,17-70,19.5%,310-500,38.3%,3-7,30.0%,38,46.6%,12.1%,3.3%,5.6%,63.3%,58.4%,41.6%,52.2%,37.8%,45.1%,0.79
