Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2023 Warsaw SF,L vs Swiatek,1.4%,100.0%,10.6%,66.7%,13.2%,36.4%,0.0%,4.1%,12.5%,0.8%,0.0%,7,17
2022 Seoul R32,W vs Fruhvirtova,0.0%,-,15.9%,72.2%,20.2%,22.7%,33.3%,10.8%,23.1%,0.0%,-,4,-27
2016 Beijing R32,L vs Halep,0.0%,-,3.2%,100.0%,9.5%,18.8%,0.0%,8.9%,33.3%,0.0%,-,67,61
2016 Istanbul R32,L vs Mitu,0.0%,-,1.5%,100.0%,5.6%,5.3%,0.0%,5.3%,33.3%,1.2%,66.7%,37,40
2016 St Petersburg R16,L vs Vinci,0.0%,-,8.1%,40.0%,8.2%,10.8%,33.3%,11.4%,30.8%,0.4%,100.0%,15,43
2016 St Petersburg R32,W vs Ostapenko,0.0%,-,4.1%,80.0%,10.4%,13.6%,0.0%,11.8%,38.5%,1.1%,0.0%,17,32
2016 Brisbane R32,L vs Cibulkova,0.0%,-,4.2%,57.1%,14.3%,25.0%,0.0%,13.0%,40.0%,0.0%,-,21,52
2015 Guangzhou QF,W vs Niculescu,0.0%,-,14.4%,71.4%,25.8%,34.8%,0.0%,10.4%,33.3%,1.1%,50.0%,149,98
2015 Tokyo F,W vs Linette,0.0%,-,3.3%,83.3%,16.5%,25.0%,25.0%,9.5%,36.4%,0.4%,0.0%,47,33
2015 Australian Open R16,L vs Halep,0.0%,-,7.4%,77.8%,19.8%,25.0%,0.0%,8.8%,15.4%,1.6%,33.3%,110,43
2014 Australian Open R64,L vs Riske Amritraj,2.3%,100.0%,7.3%,57.1%,15.4%,36.4%,0.0%,0.0%,0.0%,0.0%,-,135,110
2014 Hobart R16,L vs Muguruza,0.0%,-,10.7%,0.0%,0.0%,0.0%,0.0%,50.0%,66.7%,0.0%,-,170,77
2013 Auckland F,L vs Radwanska,0.0%,-,5.9%,62.5%,13.2%,20.0%,0.0%,13.7%,22.7%,0.3%,0.0%,49,29
2012 Hobart F,L vs Barthel,0.0%,-,14.9%,28.6%,14.7%,30.8%,0.0%,13.3%,31.3%,0.5%,0.0%,63,17
2012 Hobart SF,W vs Peer,0.0%,-,8.8%,84.6%,19.5%,27.5%,0.0%,8.6%,11.8%,1.0%,0.0%,17,9
2012 Hobart QF,W vs Halep,0.0%,-,10.1%,77.8%,14.6%,22.2%,0.0%,15.9%,60.0%,1.2%,0.0%,3,1
2009 US Open SF,L vs Wozniacki,0.0%,-,9.8%,83.3%,12.4%,25.6%,0.0%,5.0%,10.0%,1.3%,25.0%,73,35
Career (17 matches),,0.2%,100.0%,7.7%,66.5%,14.4%,23.4%,11.5%,10.0%,27.6%,0.7%,24.0%,48,35
