Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2023 US Open R64,L vs Keys,0.87,0.43,36.7,2.0,0.0%,55.0%,0.0%,47.1%,20.8%,27.3%
2023 US Open R128,W vs Zvonareva,1.15,1.47,50.0,2.9,6.1%,69.7%,0.0%,65.5%,53.1%,29.0%
2023 Warsaw SF,L vs Swiatek,0.99,0.76,58.1,2.0,0.0%,44.7%,5.9%,50.0%,41.7%,39.4%
2023 Wimbledon R128,L vs Blinkova,1.05,0.88,58.4,2.2,2.0%,46.9%,4.3%,41.3%,48.8%,44.4%
2022 Seoul R32,W vs Fruhvirtova,1.16,1.62,43.1,2.0,2.9%,64.7%,2.9%,55.9%,50.0%,61.9%
2022 Wimbledon R64,L vs Ostapenko,0.93,0.63,40.8,2.1,5.6%,41.7%,0.0%,57.1%,25.0%,44.8%
2022 Wimbledon R128,W vs Zhu,1.06,1.68,55.5,2.5,0.0%,64.3%,0.0%,80.0%,40.0%,50.0%
2019 W60 Landisville PA QF,L vs Zhu,0.82,0.55,34.6,2.1,-,60.0%,-,30.4%,37.9%,34.5%
2019 Wimbledon R64,L vs Zhang,0.88,0.53,35.4,2.1,3.1%,43.8%,0.0%,48.3%,24.0%,42.9%
2019 Wimbledon R128,W vs Peterson,1.05,1.39,52.4,2.7,9.1%,54.5%,13.3%,76.7%,40.5%,52.9%
2019 W100 Ilkley R32,W vs Peng,0.95,1.32,59.0,2.0,-,70.0%,-,57.6%,55.6%,42.9%
2019 W100 Surbiton QF,L vs Maria,0.90,0.79,55.1,2.4,-,68.2%,-,52.5%,30.4%,39.5%
2019 W60 La Bisbal D'Emporda R16,L vs Minella,0.94,0.84,65.7,2.1,-,36.1%,-,53.1%,56.1%,43.2%
2019 W80 Cagnes Sur Mer R32,L vs In Albon,0.84,0.64,42.7,2.1,0.0%,44.4%,0.0%,52.2%,48.7%,30.8%
2019 W60 Wiesbaden R16,L vs Buyukakcay,0.98,0.88,80.2,5.7,0.0%,53.8%,0.0%,56.0%,43.5%,36.6%
2019 Miami R64,L vs Osaka,1.08,0.83,68.1,2.2,9.1%,52.7%,7.7%,51.9%,29.6%,44.0%
2019 Miami R128,W vs Vickery,1.03,1.34,56.5,4.6,10.3%,76.9%,2.9%,51.4%,45.7%,45.5%
2019 Guadalajara R16,L vs Pliskova,0.89,0.91,75.1,7.1,8.9%,77.8%,2.5%,62.5%,30.8%,29.2%
2019 Guadalajara R32,W vs Bogdan,1.02,1.60,41.0,2.1,8.0%,60.0%,4.2%,66.7%,53.3%,62.1%
2019 Indian Wells 125K R32,L vs Riske Amritraj,0.91,0.83,65.1,5.0,10.6%,55.3%,7.7%,48.7%,44.2%,42.5%
2023 (4 matches),,1.03,0.84,52.8,2.2,2.1%,52.9%,3.2%,50.0%,42.9%,36.1%
2022 (3 matches),,1.04,1.13,46.4,2.2,3.1%,56.1%,1.1%,62.8%,37.4%,51.2%
2019 (22 matches),,0.98,1.01,58.7,2.8,5.5%,57.5%,3.2%,57.9%,44.0%,42.4%
2018 (19 matches),,1.03,1.09,50.9,2.4,3.6%,59.3%,3.7%,57.4%,45.4%,42.5%
2017 (39 matches),,1.00,0.98,59.9,2.6,4.6%,59.4%,3.2%,56.0%,40.8%,41.7%
Career (280 matches),,1.01,1.00,58.7,2.7,3.2%,57.8%,2.6%,56.4%,41.8%,42.8%
