Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2023 US Open R64,L vs Keys,93.9,100.6,5.1,103.6,97.5,107,86,81.7,3.4,82.0,,90,77
2023 US Open R128,W vs Zvonareva,87.8,92.6,8.4,96.0,84.5,106,67,75.4,3.0,74.5,,80,70
2022 Wimbledon R64,L vs Ostapenko,93.1,97.5,3.9,100.3,96.7,106,88,82.1,3.8,88.0,,93,76
2018 US Open R128,L vs Kvitova,98.4,104.2,3.5,105.4,103.5,111,98,86.6,3.6,86.0,,93,79
2018 Wimbledon R32,L vs Vekic,93.5,96.7,4.9,100.8,94.7,106,85,86.2,5.0,91.8,,102,79
2017 US Open R64,L vs Kanepi,90.0,93.2,7.2,99.0,88.6,104,71,80.8,5.7,86.7,76.3,89,70
2017 Wimbledon R64,L vs Muguruza,95.1,102.1,6.2,105.8,96.8,113,90,87.9,3.8,89.3,87.0,95,79
2017 Australian Open R128,L vs Safarova,92.0,96.1,6.6,101.1,92.8,110,75,84.0,4.1,84.0,,95,76
2016 Wimbledon R128,L vs Pliskova,99.2,103.1,4.0,105.0,100.2,112,95,88.3,2.8,,85.8,95,84
2016 Roland Garros R32,L vs Muguruza,96.9,101.2,3.0,102.4,100.8,109,95,87.7,5.1,,79.0,95,79
2015 US Open R64,L vs Azarenka,93.0,99.8,4.0,,,106,85,78.6,2.7,,,84,73
2015 US Open R128,W vs Schiavone,96.5,103.0,3.2,,,110,94,81.5,2.8,,,86,75
2015 Australian Open R16,L vs Halep,96.1,101.1,2.1,,,106,96,88.5,4.4,,,94,77
2015 Australian Open R32,W vs Errani,94.4,98.3,6.7,,,109,75,84.3,5.4,,,97,74
2015 Australian Open R64,W vs Arruabarrena,94.6,98.5,5.8,,,107,84,86.4,4.7,,,95,75
2015 Australian Open R128,W vs Pavlyuchenkova,97.5,100.6,4.9,,,108,77,87.3,5.2,,,95,76
2014 Wimbledon R128,W vs Stosur,90.8,95.9,2.7,,,102,88,82.4,4.0,,,89,73
2014 Roland Garros R128,W vs Wozniacki,90.5,93.9,4.3,,,101,82,84.5,5.0,,,93,75
2014 Australian Open R64,L vs Riske Amritraj,96.2,,,,,105,,,,,,,82
2013 Roland Garros R128,L vs Schmiedlova,93.4,,,,,103,,,,,,,73
Career (33 matches),,94.4,99.0,5.0,102.1,94.8,114,67,85.1,4.3,86.5,84.1,102,64
