Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2025 Roland Garros R64,W vs Tsitsipas,27.0%,38.9%,55.6%,34.0%,35.1%,53.2%,68.0%,46.5%,21.9%,68.9%,75.0%,14.9%,17.0%,40.0%,-17
2023 Roland Garros Q1,W vs Hong,11.3%,29.0%,61.1%,24.4%,16.2%,40.5%,54.8%,38.1%,28.6%,69.6%,50.0%,4.2%,12.5%,69.6%,-74
Career (2 matches),,21.8%,35.6%,57.6%,30.8%,28.9%,49.1%,63.0%,43.8%,23.9%,69.1%,66.7%,11.3%,15.5%,50.8%,-18
