Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,10,5,5,50.0%,12-15,44.4%,140-138,50.4%,3-3,50.0%,10,80.7%,20.4%,6.8%,5.4%,58.1%,73.4%,50.8%,63.9%,37.2%,50.9%,1.03,R32 (Roland Garros)
2024,3,1,2,33.3%,2-3,40.0%,19-28,40.4%,1-0,100.0%,3,54.2%,20.8%,2.3%,5.7%,54.5%,63.5%,41.3%,53.4%,37.9%,46.0%,0.81,R32 (Marrakech)
Career,13,6,7,46.2%,14-18,43.8%,159-166,48.9%,4-3,57.1%,13,76.7%,20.5%,6.1%,5.4%,57.5%,71.9%,49.1%,62.2%,37.3%,50.1%,0.99,
