Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-16),193,310,181,1592,194,1534,132,1598,190,1457,,,,
2025,148,407,180,1592,182,1534,133,1598,187,1457,,,,
2024,141,424,203,1556,194,1508,185,1516,163,1498,,,,
2023,181,340,271,1473,307,1379,212,1477,173,1466,,,,
2022,250,214,243,1503,336,1341,206,1495,,,,,,
2021,790,24,,,,,,,,,,,,
2020,873,16,,,,,,,,,524,76,,
2019,1123,6,,,,,,,,,1514,6,,
