Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,5,2,3,40.0%,4-9,30.8%,64-71,47.4%,1-2,33.3%,5,75.4%,20.9%,7.8%,7.5%,56.6%,73.0%,48.9%,62.6%,36.4%,49.8%,0.97
Clay,8,4,4,50.0%,10-9,52.6%,95-95,50.0%,3-1,75.0%,8,77.7%,20.2%,5.0%,4.0%,58.1%,71.2%,49.3%,62.0%,37.9%,50.3%,1.00
Grand Slams,4,2,2,50.0%,6-7,46.2%,66-61,52.0%,0-1,0.0%,4,82.5%,22.2%,8.3%,3.2%,60.8%,75.6%,49.7%,65.5%,37.9%,51.9%,1.10
Masters,8,4,4,50.0%,8-10,44.4%,91-99,47.9%,4-2,66.7%,8,74.7%,20.4%,5.0%,6.5%,56.0%,69.6%,50.5%,61.2%,37.6%,49.7%,0.97
Other Tours,1,0,1,0.0%,0-1,0.0%,2-6,25.0%,0-0,-,1,40.0%,0.0%,0.0%,13.2%,47.4%,66.7%,25.0%,44.7%,20.0%,34.9%,0.36
Best of 5,4,2,2,50.0%,6-7,46.2%,66-61,52.0%,0-1,0.0%,4,82.5%,22.2%,8.3%,3.2%,60.8%,75.6%,49.7%,65.5%,37.9%,51.9%,1.10
Best of 3,9,4,5,44.4%,8-11,42.1%,93-105,47.0%,4-2,66.7%,9,72.9%,19.4%,4.8%,6.8%,55.5%,69.4%,48.8%,60.3%,36.9%,49.0%,0.93
vs Righties,10,5,5,50.0%,12-12,50.0%,121-118,50.6%,3-2,60.0%,10,77.8%,22.7%,5.4%,5.9%,55.9%,72.2%,49.4%,62.2%,37.9%,50.4%,1.00
vs Lefties,3,1,2,33.3%,2-6,25.0%,38-48,44.2%,1-1,50.0%,3,73.8%,14.3%,8.1%,4.4%,61.7%,71.2%,48.2%,62.4%,35.8%,49.5%,0.95
vs Top 10,1,0,1,0.0%,0-2,0.0%,8-13,38.1%,0-0,-,1,70.0%,9.1%,3.4%,8.6%,46.6%,74.1%,48.4%,60.3%,29.7%,44.3%,0.75
