Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2025 Stockholm R32,W vs Griekspoor,3.2%,100.0%,17.3%,75.7%,15.3%,15.6%,5.9%,14.9%,70.0%,1.7%,40.0%,-26,-8
2025 Queens Club QF,L vs Lehecka,1.8%,100.0%,7.1%,62.5%,15.6%,22.2%,0.0%,3.3%,0.0%,1.4%,0.0%,-20,33
2025 Queens Club R16,W vs Moutet,6.6%,80.0%,29.6%,74.5%,14.1%,11.1%,20.0%,18.8%,16.7%,1.4%,0.0%,51,56
2025 Stuttgart R32,L vs Nakashima,0.0%,-,5.8%,80.0%,27.5%,52.4%,100.0%,13.7%,22.2%,2.0%,0.0%,134,105
2025 Rome R64,L vs Berrettini,3.8%,100.0%,15.0%,72.7%,13.5%,13.5%,10.5%,14.7%,22.2%,4.2%,55.6%,21,-12
2025 Madrid R64,W vs Machac,1.5%,100.0%,6.1%,80.0%,25.0%,28.6%,33.3%,5.0%,7.7%,5.8%,18.2%,79,72
2025 Indian Wells R128,L vs Fonseca,2.3%,50.0%,13.2%,69.6%,12.6%,13.5%,12.5%,3.8%,0.0%,0.6%,50.0%,-10,-22
2025 Australian Open R64,W vs Cazaux,2.9%,66.7%,12.9%,78.6%,13.9%,21.7%,40.0%,17.0%,38.5%,0.6%,50.0%,-37,9
2024 Orleans CH F,W vs Mayot,2.9%,100.0%,11.1%,86.7%,13.2%,21.7%,20.0%,7.1%,16.7%,0.5%,100.0%,26,41
2024 Lincoln CH SF,W vs Yunchaokete,4.8%,66.7%,16.7%,64.0%,12.4%,23.4%,0.0%,6.1%,14.3%,0.0%,-,-15,2
2024 Wimbledon R128,W vs Moro Canas,4.0%,100.0%,14.0%,78.8%,21.7%,23.8%,20.0%,10.5%,11.8%,0.0%,-,36,46
Career (11 matches),,3.1%,85.2%,13.7%,74.8%,16.0%,21.1%,14.0%,11.0%,22.0%,1.4%,30.8%,16,26
