Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2025 Stockholm R32,W vs Griekspoor,29.7%,40.6%,62.1%,35.5%,41.4%,53.4%,61.8%,51.6%,43.5%,42.9%,33.3%,15.8%,26.3%,62.5%,35
2025 Queens Club QF,L vs Lehecka,24.1%,31.0%,52.9%,29.7%,29.7%,40.5%,53.8%,38.4%,37.5%,23.8%,50.0%,27.3%,27.3%,50.0%,39
2025 Queens Club R16,W vs Moutet,22.2%,34.6%,58.9%,31.0%,23.6%,36.4%,57.1%,36.5%,50.0%,27.6%,33.3%,26.3%,42.1%,64.3%,93
2025 Stuttgart R32,L vs Nakashima,31.4%,45.3%,49.1%,39.9%,36.7%,59.2%,58.1%,51.6%,45.0%,31.0%,33.3%,29.0%,32.3%,36.4%,149
2025 Rome R64,L vs Berrettini,12.3%,29.6%,56.7%,24.2%,14.3%,38.8%,66.7%,33.9%,47.6%,57.1%,50.0%,10.7%,17.9%,40.0%,-15
2025 Madrid R64,W vs Machac,25.6%,41.0%,54.5%,33.7%,41.3%,60.9%,63.0%,55.0%,31.8%,41.7%,50.0%,3.4%,13.8%,46.4%,-84
2025 Indian Wells R128,L vs Fonseca,20.0%,30.0%,46.4%,24.0%,22.4%,34.7%,42.1%,29.8%,30.0%,31.0%,20.0%,18.4%,26.3%,51.6%,32
2025 Australian Open R64,W vs Cazaux,31.5%,45.0%,55.2%,38.6%,40.0%,55.7%,57.1%,51.3%,40.6%,50.0%,60.0%,21.9%,34.4%,52.0%,70
2024 Orleans CH F,W vs Mayot,22.4%,32.9%,57.7%,28.0%,31.0%,42.9%,55.2%,41.2%,43.8%,50.0%,50.0%,14.8%,25.9%,60.9%,11
2024 Lincoln CH SF,W vs Yunchaokete,26.2%,36.9%,48.8%,32.5%,32.5%,50.0%,51.9%,42.7%,53.8%,33.3%,50.0%,22.2%,22.2%,42.9%,58
2024 Wimbledon R128,W vs Moro Canas,30.8%,49.5%,68.6%,41.0%,37.3%,62.7%,76.2%,53.6%,44.0%,33.3%,0.0%,22.2%,30.6%,57.1%,72
Career (11 matches),,25.6%,38.7%,56.0%,33.1%,32.4%,49.5%,58.9%,44.9%,42.3%,38.7%,40.5%,18.6%,27.0%,51.6%,50
