Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2025 Stockholm R32,W vs Griekspoor,33,23,1.4,15.4%,10.7%,27,18,1.5,14.4%,9.6%,6.4%,7.4%,0.9,15.0%,17.3%
2025 Queen's Club QF,L vs Lehecka,9,23,0.4,8.0%,20.5%,8,13,0.6,8.5%,13.8%,8.5%,0.0%,1.1,17.0%,15.2%
2025 Queen's Club R16,W vs Moutet,37,26,1.4,23.3%,16.4%,32,19,1.7,22.5%,13.4%,12.0%,10.6%,1.0,11.9%,12.6%
2025 Stuttgart R32,L vs Nakashima,33,31,1.1,19.3%,18.1%,24,25,1.0,16.8%,17.5%,13.3%,2.8%,1.9,15.2%,8.2%
2025 Rome Masters R64,L vs Berrettini,21,24,0.9,14.3%,16.3%,18,20,0.9,13.6%,15.2%,6.1%,7.6%,1.2,16.3%,13.6%
2025 Madrid Masters R64,W vs Machac,38,32,1.2,23.2%,19.5%,28,29,1.0,20.4%,21.2%,12.4%,5.1%,0.7,12.8%,19.5%
2025 Indian Wells Masters R128,L vs Fonseca,31,30,1.0,17.8%,17.2%,28,27,1.0,17.2%,16.6%,14.1%,1.8%,0.7,10.3%,14.9%
2025 Australian Open R64,W vs Cazaux,29,29,1.0,13.4%,13.4%,20,20,1.0,10.4%,10.4%,7.3%,3.1%,0.7,11.1%,15.2%
2024 Orleans CH F,W vs Mayot,26,29,0.9,19.3%,21.5%,19,22,0.9,16.7%,19.3%,12.3%,4.4%,0.4,8.1%,22.2%
2024 Lincoln CH SF,W vs Yunchaokete,32,30,1.1,21.3%,20.0%,29,23,1.3,21.6%,17.2%,14.2%,6.0%,0.7,8.7%,12.7%
2024 Wimbledon R64,L vs Djokovic,42,49,0.9,17.1%,20.0%,29,44,0.7,13.8%,21.0%,6.2%,7.6%,1.3,13.9%,11.0%
2024 Wimbledon R128,W vs Moro Canas,47,29,1.6,19.9%,12.3%,39,25,1.6,17.6%,11.3%,10.8%,5.0%,0.8,10.2%,13.6%
Career (12 matches),,378,355,1.1,17.8%,16.7%,301,285,1.1,16.1%,15.2%,10.0%,5.3%,0.9,12.5%,14.5%
