Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 Stockholm R32,W vs Griekspoor,65.5%,52.7%,3.5%,4/0,2.19,18.8%,61.5%,45.8%,0.0%,2.13,34.4%,81.3%,65.4%,12.5%,2.25,3.1%
2025 Queens Club QF,L vs Lehecka,57.4%,48.4%,1.9%,1/0,2.59,5.9%,47.1%,43.8%,2.9%,2.58,7.7%,75.0%,53.3%,0.0%,2.63,0.0%
2025 Queens Club R16,W vs Moutet,74.4%,53.4%,2.6%,0/2,2.58,54.5%,68.6%,48.6%,3.9%,2.56,70.7%,92.0%,60.9%,0.0%,2.64,7.1%
2025 Stuttgart R32,L vs Nakashima,49.4%,61.9%,2.4%,1/1,2.56,28.3%,44.6%,51.7%,3.1%,2.32,48.4%,68.4%,84.6%,0.0%,2.89,0.0%
2025 Rome R64,L vs Berrettini,59.1%,38.5%,1.5%,1/0,2.34,11.9%,54.5%,41.7%,0.0%,2.31,16.7%,75.0%,33.3%,5.0%,2.38,4.0%
2025 Madrid R64,W vs Machac,59.3%,49.0%,2.3%,1/1,2.16,10.9%,60.0%,51.9%,2.2%,1.96,14.8%,75.0%,45.8%,3.1%,2.34,7.1%
2025 Indian Wells R128,L vs Fonseca,66.7%,55.4%,1.2%,1/0,2.39,8.7%,58.0%,51.7%,0.0%,2.37,15.8%,84.4%,59.3%,3.1%,2.42,0.0%
2025 Australian Open R64,W vs Cazaux,68.9%,57.5%,2.8%,3/0,2.58,10.4%,64.5%,52.5%,1.6%,2.62,16.7%,78.6%,63.6%,4.8%,2.52,0.0%
2024 Orleans CH F,W vs Mayot,67.8%,62.5%,6.8%,4/0,2.44,5.8%,65.8%,48.0%,7.9%,2.38,10.3%,83.3%,86.7%,5.6%,2.52,0.0%
2024 Lincoln CH SF,W vs Yunchaokete,70.6%,58.3%,2.4%,1/1,2.16,22.0%,67.9%,50.0%,3.8%,2.11,29.6%,80.0%,70.8%,0.0%,2.25,7.1%
2024 Wimbledon R128,W vs Moro Canas,67.4%,50.6%,1.6%,0/2,2.15,41.4%,63.7%,44.8%,1.1%,2.20,61.9%,78.4%,62.1%,2.7%,2.09,10.7%
Career (11 matches),,64.7%,53.7%,2.5%,70.8%,2.37,20.3%,60.1%,48.2%,2.1%,2.34,31.3%,79.5%,61.9%,3.6%,2.42,3.6%
