Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,14,Hard,22,8,14,36.4%,4,2,2,50.0%,2002,2015,R64,12,0.83,1.7%,4.2%,65.0%,59.4%,43.2%,53.7%,38.6%,51.5%,41.2%
Roland Garros,12,Clay,20,8,12,40.0%,4,1,3,25.0%,2002,2015,R32,10,1.04,2.5%,3.8%,64.1%,58.6%,46.1%,54.1%,47.8%,53.7%,51.0%
Wimbledon,14,Grass,19,5,14,26.3%,4,3,1,75.0%,2001,2015,R32,7,0.74,3.5%,5.8%,64.3%,56.8%,40.7%,51.0%,36.5%,48.5%,40.0%
US Open,14,Hard,37,23,14,62.2%,5,1,4,20.0%,2001,2015,R32,21,1.00,2.5%,4.9%,62.0%,60.6%,44.9%,54.7%,45.6%,56.4%,48.7%
Fed Cup,2,,3,1,2,33.3%,2,0,2,0.0%,2010,2011,,0,,,,,,,,,,
Pattaya,13,Hard,30,16,14,53.3%,7,2,5,28.6%,2001,2015,QF,11,0.97,3.1%,5.3%,59.4%,57.1%,45.9%,52.6%,45.9%,48.4%,48.0%
Charleston,11,Clay,25,14,11,56.0%,9,5,4,55.6%,2007,2018,R16,22,1.02,2.1%,3.0%,64.6%,59.1%,43.9%,53.7%,47.1%,52.1%,48.8%
Birmingham,11,Grass,21,10,11,47.6%,4,2,2,50.0%,2002,2017,R32,12,0.93,5.2%,5.5%,63.4%,65.0%,46.5%,58.3%,39.0%,53.8%,37.2%
Indian Wells,11,Hard,19,7,12,36.8%,1,1,0,100.0%,2003,2015,R64,11,0.83,2.0%,5.5%,60.8%,57.4%,42.3%,51.5%,40.4%,54.1%,51.8%
Dubai,11,Hard,15,4,11,26.7%,2,1,1,50.0%,2002,2017,R64,9,0.91,1.6%,5.0%,62.0%,54.9%,41.0%,49.6%,45.9%,50.4%,58.8%
Miami,9,Hard,23,14,9,60.9%,8,4,4,50.0%,2003,2013,R64,10,0.94,1.1%,3.8%,64.4%,59.7%,46.1%,54.8%,42.2%,56.8%,36.5%
