Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
9,Vania King [USA],4,5,44.4%,2,1,1,50.0%,2006,2013,7,0.92,2.7%,2.4%,63.1%,60.7%,42.3%,53.9%,42.3%,47.1%,52.8%
6,Andrea Hlavackova [CZE],1,5,16.7%,2,1,1,50.0%,2009,2015,3,0.74,1.9%,1.2%,69.6%,56.3%,32.7%,49.1%,37.9%,50.0%,25.0%
6,Bethanie Mattek Sands [USA],2,4,33.3%,3,2,1,66.7%,2003,2013,4,1.04,2.0%,3.5%,65.7%,65.8%,43.7%,58.2%,43.6%,63.4%,66.7%
6,Melinda Czink [HUN],4,2,66.7%,0,0,0,-,2003,2012,1,1.35,8.1%,8.1%,74.2%,67.4%,31.3%,58.1%,56.6%,44.4%,57.1%
6,Greta Arn [HUN],5,1,83.3%,0,0,0,-,2001,2012,3,1.13,2.2%,5.5%,59.7%,63.9%,52.1%,59.1%,46.4%,68.2%,34.5%
6,Dominika Cibulkova [SVK],2,4,33.3%,3,3,0,100.0%,2008,2011,6,0.84,3.1%,3.1%,65.6%,53.1%,42.3%,49.4%,42.6%,45.0%,35.1%
6,Sybille Bammer [AUT],2,4,33.3%,1,1,0,100.0%,2005,2008,1,0.38,0.0%,2.6%,65.8%,28.0%,38.5%,31.6%,25.7%,0.0%,0
5,Vera Zvonareva [RUS],1,4,20.0%,0,0,0,-,2008,2017,4,0.74,2.4%,2.4%,66.9%,55.3%,41.7%,50.8%,36.4%,50.0%,61.5%
5,Olga Savchuk [UKR],4,1,80.0%,4,1,3,25.0%,2007,2015,1,1.11,1.6%,3.1%,75.0%,75.0%,43.8%,67.2%,36.5%,66.7%,75.0%
5,Alla Kudryavtseva [RUS],0,5,0.0%,2,0,2,0.0%,2006,2013,4,0.95,1.6%,4.2%,60.3%,52.8%,43.7%,49.2%,48.0%,49.0%,44.2%
5,Yaroslava Shvedova [KAZ],3,2,60.0%,2,1,1,50.0%,2006,2013,3,1.09,2.8%,2.8%,66.7%,60.7%,50.0%,57.1%,46.5%,59.3%,53.3%
5,Ekaterina Bychkova [RUS],2,3,40.0%,2,1,1,50.0%,2006,2013,4,0.95,1.4%,5.0%,60.4%,58.0%,47.7%,53.9%,43.6%,37.5%,27.5%
5,Vera Dushevina [RUS],1,4,20.0%,1,0,1,0.0%,2006,2012,3,0.93,2.6%,4.6%,60.8%,66.1%,42.1%,56.7%,40.3%,57.1%,70.0%
5,Maria Sharapova [RUS],0,5,0.0%,0,0,0,-,2003,2012,4,0.53,0.0%,4.7%,65.8%,46.4%,35.4%,42.6%,30.4%,31.0%,33.3%
5,Barbora Strycova [CZE],3,2,60.0%,1,1,0,100.0%,2004,2011,4,1.15,1.2%,2.4%,62.3%,60.5%,50.0%,56.5%,50.2%,61.9%,47.9%
