Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),8,3870,8,1980,10,1924,14,1873,4,1914,,,,
2025,6,4085,5,2029,5,1972,12,1897,4,1938,,,,
2024,4,5100,6,2034,6,1982,8,1931,6,1881,152,480,,
2023,10,3100,10,1947,10,1924,12,1852,17,1773,,,,
2022,9,3355,14,1971,12,1929,22,1829,10,1817,,,,
2021,23,2050,23,1896,22,1853,35,1775,23,1748,,,,
2020,29,1670,56,1761,54,1724,53,1716,,,118,750,,
2019,32,1315,39,1830,44,1768,39,1768,34,1703,120,705,64,1684
2018,49,974,70,1747,62,1709,103,1620,100,1567,208,310,,
2017,104,556,112,1675,107,1641,,,102,1564,498,105,,
2016,76,701,108,1675,102,1645,201,1477,118,1543,244,295,,
2015,174,290,99,1698,77,1673,,,107,1571,956,35,,
2014,1151,7,,,,,,,,,1098,22,,
