Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2026 Dallas F,L vs Shelton,38.4%,54.8%,56.8%,46.8%,46.9%,67.3%,76.9%,59.6%,58.3%,60.0%,0.0%,21.7%,30.4%,27.8%,-16
2026 Australian Open R16,L vs Musetti,27.4%,39.3%,46.7%,32.3%,38.0%,52.0%,41.9%,46.2%,47.6%,48.3%,60.0%,12.1%,21.2%,51.7%,-35
2026 United Cup SF,L vs Hurkacz,39.7%,50.7%,47.7%,45.3%,53.2%,68.1%,54.5%,61.9%,45.0%,55.6%,100.0%,15.4%,19.2%,40.9%,-79
2025 Tour Finals RR,L vs De Minaur,27.5%,33.3%,46.9%,29.9%,39.0%,43.9%,44.0%,42.9%,64.7%,50.0%,100.0%,11.1%,18.5%,50.0%,-25
2025 Tour Finals RR,L vs Alcaraz,31.6%,42.1%,47.4%,40.0%,36.0%,50.0%,52.7%,47.2%,63.4%,48.9%,50.0%,19.2%,19.2%,33.3%,29
2025 Tour Finals RR,W vs Musetti,35.7%,53.6%,63.9%,42.1%,48.6%,64.9%,68.4%,58.4%,55.6%,47.4%,66.7%,10.5%,31.6%,58.8%,-79
2025 Basel R32,W vs Vacherot,37.1%,48.3%,44.8%,42.4%,49.3%,63.8%,42.9%,58.3%,57.1%,58.8%,100.0%,22.0%,29.3%,46.9%,93
2025 Shanghai R32,L vs Mpetshi Perricard,31.1%,44.3%,61.0%,38.2%,35.7%,47.6%,66.7%,46.0%,57.1%,66.7%,75.0%,22.2%,38.9%,50.0%,1
2025 Tokyo F,L vs Alcaraz,27.3%,42.4%,44.4%,36.1%,33.3%,53.8%,53.8%,48.2%,57.1%,66.7%,66.7%,20.8%,29.2%,31.6%,86
2025 Tokyo SF,W vs Brooksby,45.2%,59.7%,52.9%,54.4%,52.2%,71.7%,68.2%,64.6%,45.0%,61.5%,100.0%,25.0%,25.0%,25.0%,-79
2025 US Open QF,L vs Djokovic,29.1%,38.5%,55.8%,36.0%,41.5%,55.4%,68.4%,54.0%,66.7%,42.1%,33.3%,15.2%,19.6%,43.6%,33
2025 US Open R16,W vs Machac,47.8%,56.5%,67.6%,52.8%,69.8%,74.4%,69.2%,77.7%,63.2%,50.0%,-,12.5%,29.2%,66.7%,9
2025 US Open R128,W vs Nava,42.0%,50.0%,60.9%,46.1%,54.0%,66.0%,52.2%,61.2%,60.9%,37.0%,0.0%,30.3%,33.3%,69.6%,120
2025 Canada SF,L vs Shelton,16.4%,29.5%,52.1%,25.1%,21.1%,39.5%,60.0%,35.0%,50.0%,65.0%,75.0%,10.0%,15.0%,38.9%,-22
2025 Canada QF,W vs Rublev,46.6%,56.2%,55.6%,50.8%,58.3%,68.8%,50.0%,64.8%,65.0%,57.1%,0.0%,27.3%,36.4%,62.5%,103
2025 Canada R32,W vs Diallo,41.7%,56.3%,64.3%,46.9%,57.7%,76.9%,72.7%,67.3%,70.0%,50.0%,100.0%,22.7%,31.8%,58.8%,-79
2025 Wimbledon SF,L vs Alcaraz,43.8%,55.4%,53.2%,49.3%,54.7%,70.7%,55.9%,63.5%,46.7%,57.8%,66.7%,30.0%,35.0%,50.0%,118
2025 Wimbledon QF,W vs Khachanov,37.1%,50.5%,57.8%,42.1%,49.3%,61.2%,61.8%,57.0%,64.5%,50.0%,-,16.7%,33.3%,53.3%,1
2025 Wimbledon R16,W vs Thompson,50.0%,62.5%,91.7%,57.1%,66.7%,75.0%,100.0%,80.8%,66.7%,50.0%,-,33.3%,50.0%,87.5%,-79
2025 Wimbledon R32,W vs Davidovich Fokina,35.0%,45.0%,54.5%,40.8%,46.2%,56.4%,59.5%,55.1%,56.4%,48.7%,60.0%,14.6%,24.4%,48.6%,-43
Career (169 matches),,33.8%,45.1%,53.9%,39.8%,45.8%,59.6%,58.8%,55.7%,54.0%,48.3%,45.9%,16.1%,24.2%,48.6%,24
