Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,405,249,156,61.5%,608-426,58.8%,5538-4917,53.0%,132-101,56.7%,394,85.8%,19.5%,12.8%,3.0%,60.7%,77.2%,52.2%,67.3%,35.9%,51.5%,1.10
Clay,93,53,40,57.0%,129-111,53.8%,1205-1144,51.3%,21-18,53.8%,92,78.7%,23.2%,9.3%,2.2%,59.7%,73.3%,51.2%,64.4%,37.8%,50.9%,1.06
Grass,71,46,25,64.8%,127-81,61.1%,1125-1014,52.6%,30-22,57.7%,71,88.1%,16.3%,14.2%,2.7%,62.2%,79.3%,55.1%,70.1%,33.4%,51.7%,1.12
Grand Slams,105,67,38,63.8%,238-164,59.2%,2101-1852,53.1%,41-32,56.2%,105,84.3%,21.7%,12.4%,2.7%,61.5%,76.3%,53.7%,67.6%,36.7%,51.8%,1.13
Masters,156,93,63,59.6%,209-154,57.6%,1931-1750,52.5%,45-36,55.6%,155,84.2%,20.2%,10.7%,3.0%,60.0%,75.8%,53.0%,66.6%,36.1%,51.4%,1.08
Other Tours,281,173,108,61.6%,383-273,58.4%,3511-3186,52.4%,90-65,58.1%,276,85.5%,18.3%,13.4%,2.9%,60.5%,77.6%,51.4%,67.3%,35.3%,51.2%,1.08
Best of 5,105,67,38,63.8%,238-164,59.2%,2101-1852,53.1%,41-32,56.2%,105,84.3%,21.7%,12.4%,2.7%,61.5%,76.3%,53.7%,67.6%,36.7%,51.8%,1.13
Best of 3,464,281,183,60.6%,626-454,58.0%,5767-5223,52.5%,142-109,56.6%,452,85.2%,18.9%,12.5%,2.9%,60.5%,77.1%,51.9%,67.1%,35.5%,51.3%,1.08
Finals,22,12,10,54.5%,26-25,51.0%,273-263,50.9%,8-5,61.5%,22,84.5%,16.2%,13.4%,2.5%,61.9%,78.4%,52.3%,68.4%,34.4%,51.3%,1.09
Semi-finals,43,22,21,51.2%,54-54,50.0%,562-563,50.0%,15-17,46.9%,43,83.7%,15.8%,13.3%,2.7%,62.2%,77.3%,48.9%,66.6%,34.0%,50.2%,1.02
Quarter-finals,69,39,30,56.5%,90-81,52.6%,895-865,50.9%,20-19,51.3%,68,83.7%,17.4%,12.0%,3.0%,61.5%,76.4%,50.1%,66.2%,34.3%,50.4%,1.02
vs Righties,479,297,182,62.0%,730-514,58.7%,6620-5921,52.8%,153-121,55.8%,469,85.1%,19.8%,12.5%,2.9%,60.7%,76.8%,52.6%,67.3%,35.9%,51.5%,1.10
vs Lefties,87,48,39,55.2%,128-104,55.2%,1211-1137,51.6%,29-20,59.2%,85,84.2%,18.3%,12.1%,2.7%,60.7%,77.1%,51.4%,67.0%,35.1%,51.0%,1.07
vs Top 10,84,33,51,39.3%,93-133,41.2%,1104-1213,47.6%,25-24,51.0%,80,81.3%,13.1%,10.7%,3.1%,60.6%,75.4%,49.6%,65.2%,32.3%,48.9%,0.93
