Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Dallas F,L vs Shelton,60.7%,55.6%,0.0%,0/0,2.47,34.1%,52.4%,63.6%,0.0%,2.37,57.7%,80.8%,42.9%,0.0%,2.61,0.0%
2026 Australian Open R16,L vs Musetti,59.3%,31.3%,6.2%,4/1,2.11,35.0%,58.2%,28.1%,7.3%,2.11,67.7%,66.7%,37.5%,4.2%,2.10,0.0%
2026 United Cup SF,L vs Hurkacz,44.7%,47.1%,3.9%,2/1,2.27,7.0%,42.4%,36.0%,3.4%,2.05,13.6%,64.3%,77.8%,7.1%,2.48,0.0%
2025 Tour Finals RR,L vs De Minaur,68.2%,37.8%,3.0%,1/1,2.18,6.1%,61.1%,27.3%,2.8%,2.24,12.0%,85.2%,47.8%,3.7%,2.13,0.0%
2025 Tour Finals RR,L vs Alcaraz,75.0%,42.7%,3.9%,2/3,2.22,11.8%,68.3%,37.5%,3.7%,2.05,14.5%,90.9%,50.0%,4.5%,2.69,4.8%
2025 Tour Finals RR,W vs Musetti,70.9%,52.5%,2.3%,1/1,2.16,25.0%,71.4%,47.5%,1.8%,2.00,31.6%,84.0%,61.9%,4.0%,2.32,17.6%
2025 Basel R32,W vs Vacherot,68.5%,46.1%,1.8%,1/1,2.27,10.4%,63.8%,38.6%,2.9%,2.06,17.1%,91.4%,56.3%,0.0%,2.50,3.1%
2025 Shanghai R32,L vs Mpetshi Perricard,57.9%,30.3%,7.0%,2/2,2.24,42.5%,55.0%,36.4%,2.5%,2.20,53.8%,73.3%,18.2%,20.0%,2.32,21.4%
2025 Tokyo F,L vs Alcaraz,69.8%,43.2%,4.8%,2/1,2.13,22.2%,62.5%,36.0%,5.0%,2.25,38.5%,95.0%,52.6%,5.0%,1.97,0.0%
2025 Tokyo SF,W vs Brooksby,74.1%,46.5%,5.2%,1/2,2.38,3.0%,75.0%,46.7%,2.5%,2.36,4.8%,76.5%,46.2%,11.8%,2.42,0.0%
2025 US Open QF,L vs Djokovic,68.3%,42.1%,2.9%,3/1,2.58,19.5%,67.0%,42.4%,2.3%,2.42,36.8%,83.7%,41.7%,4.7%,2.74,2.6%
2025 US Open R16,W vs Machac,70.4%,49.1%,0.0%,0/0,2.26,32.4%,63.6%,50.0%,0.0%,2.58,61.5%,85.3%,48.3%,0.0%,2.07,14.3%
2025 US Open R128,W vs Nava,60.0%,56.7%,3.0%,1/2,2.28,0.0%,58.1%,61.1%,1.6%,2.11,0.0%,77.4%,50.0%,6.5%,2.46,0.0%
2025 Canada SF,L vs Shelton,56.9%,44.8%,2.0%,0/1,2.28,29.2%,44.8%,30.8%,0.0%,2.35,46.7%,72.7%,56.3%,4.5%,2.17,0.0%
2025 Canada QF,W vs Rublev,68.4%,43.6%,7.0%,1/3,2.01,8.3%,61.3%,36.8%,9.7%,1.98,15.0%,80.0%,50.0%,4.0%,2.06,0.0%
2025 Canada R32,W vs Diallo,66.7%,52.4%,1.6%,0/1,2.09,17.9%,62.9%,50.0%,2.9%,2.05,36.4%,90.9%,55.0%,0.0%,2.12,5.9%
2025 Wimbledon SF,L vs Alcaraz,51.3%,39.7%,0.9%,0/1,2.13,1.6%,43.2%,28.1%,0.0%,1.92,2.9%,72.2%,53.8%,2.8%,2.36,0.0%
2025 Wimbledon QF,W vs Khachanov,72.3%,46.5%,5.9%,3/4,2.34,24.6%,62.7%,45.2%,4.5%,2.35,48.4%,93.6%,47.7%,8.5%,2.32,0.0%
2025 Wimbledon R16,W vs Thompson,75.0%,76.2%,0.0%,0/0,1.96,8.3%,64.7%,72.7%,0.0%,2.00,25.0%,100.0%,80.0%,0.0%,1.94,0.0%
2025 Wimbledon R32,W vs Davidovich Fokina,77.7%,50.5%,2.3%,2/1,2.58,19.5%,78.4%,50.0%,1.0%,2.46,33.3%,83.3%,52.0%,6.7%,2.71,2.9%
Career (169 matches),,65.9%,46.5%,3.2%,60.0%,2.28,19.9%,61.8%,41.6%,2.2%,2.22,33.9%,81.7%,53.7%,5.4%,2.35,4.7%
