Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
09-Feb-2026,Dallas,Hard,F,7,9,(2) Ben Shelton [USA] d. (1) Fritz,3-6 6-3 7-5,1.23,19.2%,1.4%,67.1%,87.8%,41.7%,2/5,1:51
24-Sep-2025,Tokyo,Hard,F,5,1,(1) Carlos Alcaraz [ESP] d. (2) Fritz,6-4 6-4,0.82,9.1%,4.5%,59.1%,69.2%,40.7%,6/9,1:33
23-Jun-2025,Eastbourne,Grass,F,5,149,(1) Fritz d. (L) Jenson Brooksby [USA],7-5 6-1,1.35,12.1%,1.5%,60.6%,72.5%,53.8%,6/7,1:26
09-Jun-2025,Stuttgart,Grass,F,7,3,(2) Fritz d. (1) Alexander Zverev [GER],6-3 7-6(0),2.12,18.6%,0.0%,71.2%,88.1%,70.6%,0/0,1:25
27-Dec-2024,United Cup,Hard,F,4,16,Fritz d. Hubert Hurkacz [POL],6-4 5-7 7-6(4),1.00,13.5%,3.1%,64.6%,82.3%,58.8%,0/1,2:18
11-Nov-2024,Tour Finals,Hard,F,5,1,(1) Jannik Sinner [ITA] d. (5) Fritz,6-4 6-4,0.71,13.1%,3.3%,75.4%,69.6%,60.0%,4/6,1:24
26-Aug-2024,US Open,Hard,F,12,1,(1) Jannik Sinner [ITA] d. (12) Fritz,6-3 6-4 7-5,0.75,11.1%,4.4%,58.9%,67.9%,43.2%,6/12,2:16
24-Jun-2024,Eastbourne,Grass,F,13,94,(1) Fritz d. (Q) Max Purcell [AUS],6-4 6-3,2.01,17.0%,0.0%,66.0%,88.6%,66.7%,0/0,1:10
15-Apr-2024,Munich,Clay,F,15,28,(4) Jan Lennard Struff [GER] d. (3) Fritz,7-5 6-3,0.74,12.5%,3.1%,57.8%,67.6%,33.3%,6/11,1:19
12-Feb-2024,Delray Beach,Hard,F,9,14,(1) Fritz d. (3) Tommy Paul [USA],6-2 6-3,1.34,6.8%,2.7%,58.1%,72.1%,61.3%,7/7,1:40
