Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,111,54,57,48.6%,137-149,47.9%,1376-1424,49.1%,24-20,54.5%,89,73.5%,23.7%,4.8%,2.3%,60.6%,67.5%,49.9%,60.6%,38.0%,49.3%,0.96
Clay,21,6,15,28.6%,20-37,35.1%,235-297,44.2%,3-5,37.5%,19,68.1%,23.4%,4.3%,1.6%,59.4%,63.6%,48.9%,57.6%,37.6%,47.8%,0.89
Grass,12,3,9,25.0%,8-21,27.6%,114-160,41.6%,1-1,50.0%,11,73.8%,12.8%,6.9%,3.0%,59.8%,67.5%,47.3%,59.4%,32.2%,46.5%,0.79
Grand Slams,19,5,14,26.3%,22-44,33.3%,285-341,45.5%,1-5,16.7%,19,72.3%,20.6%,4.9%,2.0%,61.3%,66.5%,47.0%,58.9%,36.4%,47.8%,0.89
Masters,13,7,6,53.8%,15-15,50.0%,153-150,50.5%,4-2,66.7%,13,78.2%,22.7%,5.5%,2.1%,56.8%,71.4%,50.1%,62.2%,38.7%,50.3%,1.02
Other Tours,88,37,51,42.0%,82-112,42.3%,885-987,47.3%,13-16,44.8%,87,71.8%,23.4%,4.8%,2.4%,60.6%,66.3%,50.3%,59.9%,37.5%,48.9%,0.94
Best of 5,41,18,23,43.9%,65-78,45.5%,661-723,47.8%,11-8,57.9%,19,72.3%,20.6%,4.9%,2.0%,61.3%,66.5%,47.0%,58.9%,36.4%,47.8%,0.89
Best of 3,103,45,58,43.7%,100-129,43.7%,1064-1158,47.9%,17-18,48.6%,100,72.7%,23.3%,4.9%,2.3%,60.0%,66.9%,50.2%,60.2%,37.7%,49.0%,0.95
Finals,2,0,2,0.0%,1-4,20.0%,21-29,42.0%,0-1,0.0%,2,75.0%,12.0%,5.2%,2.6%,60.4%,71.0%,41.0%,59.1%,34.1%,45.8%,0.83
Semi-finals,2,2,0,100.0%,2-0,100.0%,12-6,66.7%,0-0,-,1,100.0%,33.3%,4.2%,0.0%,64.6%,77.4%,76.5%,77.1%,42.6%,56.9%,1.86
Quarter-finals,6,2,4,33.3%,5-9,35.7%,58-74,43.9%,2-0,100.0%,6,63.5%,23.9%,3.1%,1.9%,58.7%,60.6%,51.4%,56.8%,36.7%,46.9%,0.85
vs Righties,125,53,72,42.4%,142-185,43.4%,1502-1666,47.4%,24-22,52.2%,105,71.9%,22.9%,4.7%,2.3%,60.2%,66.7%,49.4%,59.8%,37.5%,48.7%,0.93
vs Lefties,16,7,9,43.8%,16-21,43.2%,177-193,47.8%,4-4,50.0%,13,77.9%,20.4%,6.6%,2.1%,61.8%,67.2%,50.3%,60.7%,36.5%,48.9%,0.93
vs Top 10,11,1,10,9.1%,1-22,4.3%,73-140,34.3%,1-1,50.0%,11,59.0%,9.4%,3.6%,2.4%,60.7%,56.9%,46.9%,53.0%,29.8%,42.4%,0.63
