Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2016,909,15,,,,,,,,,575,90,,
2015,177,284,266,1448,242,1417,222,1450,242,1359,307,217,,
2014,138,381,201,1539,180,1517,183,1506,184,1426,337,184,,
2013,90,599,96,1692,86,1656,98,1634,128,1517,178,395,,
2012,664,32,,,,,,,,,,,,
2011,84,631,124,1651,102,1630,143,1550,161,1470,145,553,69,1652
2010,108,526,148,1603,118,1589,182,1514,176,1449,212,336,,
2009,126,441,150,1607,134,1582,166,1534,216,1411,507,95,,
2008,204,206,135,1631,106,1624,189,1511,162,1480,450,106,,
2007,1033,7,,,,,,,,,1111,12,,
2006,1116,5,,,,,,,,,,,,
2005,1345,2,,,,,,,,,,,,
2004,770,15,,,,,,,,,,,,
2003,976,7,,,,,,,,,1265,9,,
2002,1156,3,,,,,,,,,1360,4,,
