Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2016 USA F10 R16,W vs Renard,54% (7/13),35% (6/17),2/5,1/2,44% (4/9),0/1,0/0,- (0/0),- (0/0)
2016 Delray Beach Q1,L vs Falla,63% (5/8),24% (5/21),1/1,0/0,27% (3/11),2/4,1/2,- (0/0),- (0/0)
2016 Manila CH R32,L vs Roca Batalla,63% (17/27),0% (0/10),1/2,0/1,83% (5/6),1/3,0/1,78% (7/9),44% (4/9)
2016 Chennai R32,L vs Rublev,59% (10/17),67% (2/3),1/1,0/0,57% (4/7),0/2,0/1,- (0/0),- (0/0)
2016 Chennai Q2,W vs Ward,61% (11/18),50% (4/8),2/3,1/1,60% (6/10),0/1,0/0,- (0/0),- (0/0)
2016 Chennai Q1,W vs Sundar Prashanth,100% (8/8),44% (4/9),2/4,1/2,- (0/0),0/0,0/0,- (0/0),- (0/0)
2015 Pune CH R16,L vs Sundar Prashanth,88% (7/8),0% (0/1),0/0,0/0,0% (0/3),2/4,0/1,- (0/0),- (0/0)
2015 Pune CH R32,W vs Janvier,60% (9/15),31% (4/13),2/5,1/1,33% (1/3),0/0,0/0,- (0/0),- (0/0)
2015 Bangalore CH R16,L vs Bega,57% (8/14),38% (3/8),0/1,0/0,0% (0/4),4/6,1/2,38% (3/8),50% (4/8)
2015 Bangalore CH R32,W vs Neuchrist,64% (9/14),20% (3/15),2/6,1/3,80% (4/5),0/0,0/0,- (0/0),- (0/0)
2015 Ho Chi Minh City CH R32,L vs Saville,65% (11/17),27% (3/11),1/2,0/0,56% (5/9),2/4,1/2,67% (4/6),0% (0/5)
2015 Kaohsiung CH R32,L vs Bhambri,57% (4/7),67% (2/3),0/0,0/0,44% (4/9),0/2,0/1,50% (3/6),33% (2/6)
2015 Davis Cup RR,W vs Vesely,52% (15/29),33% (3/9),3/7,1/2,86% (6/7),0/0,0/0,80% (4/5),60% (3/5)
2015 Shanghai CH R32,L vs Barrientos,55% (11/20),60% (3/5),1/1,0/0,67% (6/9),3/5,3/4,- (0/0),- (0/0)
2015 Bangkok CH QF,L vs Chen,53% (9/17),50% (5/10),1/1,0/0,56% (5/9),3/5,1/2,- (0/0),- (0/0)
2015 Bangkok CH R32,W vs Chatpatcharoen,100% (7/7),28% (5/18),2/5,1/1,50% (2/4),0/0,0/0,- (0/0),- (0/0)
2015 Aptos CH R32,L vs Clezar,62% (8/13),50% (3/6),1/1,0/0,33% (2/6),1/3,0/1,- (0/0),- (0/0)
2015 Atlanta R32,L vs Donaldson,56% (10/18),100% (1/1),1/1,0/0,63% (5/8),2/4,2/3,- (0/0),- (0/0)
2015 Winnetka CH F,W vs Nguyen,31% (9/29),57% (8/14),2/9,1/5,53% (9/17),1/2,0/0,67% (4/6),50% (3/6)
2015 Winnetka CH SF,W vs Harrison,89% (8/9),44% (4/9),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2016 (6 matches),,63.7%,30.9%,56.3%,50.0%,51.2%,27.3%,25.0%,77.8%,44.4%
2015 (17 matches),,58.7%,39.7%,50.0%,52.9%,56.1%,55.0%,50.0%,62.2%,40.0%
2014 (30 matches),,60.5%,45.7%,63.0%,68.4%,57.0%,42.5%,39.3%,56.6%,32.1%
2013 (44 matches),,60.8%,40.4%,47.1%,64.7%,63.6%,50.4%,35.3%,55.1%,45.5%
2012 (6 matches),,64.6%,51.2%,54.5%,66.7%,50.8%,36.8%,60.0%,42.9%,42.9%
Career (116 matches),,59.5%,40.2%,52.0%,62.5%,58.2%,46.6%,40.5%,58.5%,37.8%
