Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,1,62.5%,0.0%,0.0%,1.8%,71.4%,52.5%,68.8%,57.1%,24.5%,41.9%,0.57,R32 (Suzhou 125)
2024,1,0,1,0.0%,0-2,0.0%,2-12,14.3%,0-0,-,0,,,,,,,,,,,,R32 (W75 Brescia)
2021,11,8,3,72.7%,18-11,62.1%,149-127,54.0%,1-2,33.3%,1,76.5%,31.3%,2.6%,1.8%,67.5%,61.0%,62.2%,61.4%,43.6%,52.4%,1.13,W (W60+H Caldas da Rainha)
2019,5,5,0,100.0%,10-1,90.9%,64-27,70.3%,1-0,100.0%,5,67.4%,72.3%,1.9%,3.2%,74.7%,60.9%,48.1%,57.7%,59.1%,58.4%,1.40,W (Anning)
2018,42,34,8,81.0%,69-23,75.0%,511-342,59.9%,6-3,66.7%,14,64.9%,57.3%,2.2%,2.9%,67.2%,58.6%,50.3%,55.9%,52.6%,54.2%,1.19,W (3x)
2017,17,14,3,82.4%,29-5,85.3%,192-103,65.1%,1-0,100.0%,0,,,,,,,,,,,,W (2x)
2016,1,0,1,0.0%,1-1,50.0%,12-10,54.5%,0-1,0.0%,0,,,,,,,,,,,,R32 (Budapest $100K)
2015,19,16,3,84.2%,34-12,73.9%,245-171,58.9%,2-0,100.0%,0,,,,,,,,,,,,W (3x)
2014,27,15,12,55.6%,33-28,54.1%,287-272,51.3%,4-4,50.0%,11,-,-,1.3%,1.8%,68.2%,62.7%,50.7%,58.9%,45.2%,52.0%,1.10,W (Aning 50K)
2013,28,19,9,67.9%,40-21,65.6%,305-245,55.5%,3-0,100.0%,0,,,,,,,,,,,,F (Sanya 50K)
2012,47,32,15,68.1%,71-39,64.5%,561-457,55.1%,5-4,55.6%,0,,,,,,,,,,,,W (2x)
2011,36,20,16,55.6%,46-40,53.5%,404-369,52.3%,5-1,83.3%,0,,,,,,,,,,,,F (2x)
2010,15,13,2,86.7%,23-8,74.2%,170-102,62.5%,1-2,33.3%,0,,,,,,,,,,,,W (Taipei 10K)
2009,12,9,3,75.0%,19-8,70.4%,138-117,54.1%,1-0,100.0%,0,,,,,,,,,,,,W (Shenzhen 10K)
Career,262,185,77,70.6%,393-201,66.2%,3045-2366,56.3%,30-17,63.8%,32,66.2%,56.3%,1.8%,2.5%,68.7%,60.4%,51.2%,57.5%,49.7%,53.6%,1.17,
